tpsaEfficiency	TopoPSA	nHBDon	nHBAcc	PPSA.1	PPSA.2	PPSA.3	PNSA.1	PNSA.2	PNSA.3	DPSA.1	DPSA.2	DPSA.3	FPSA.1	FPSA.2	FPSA.3	FNSA.1	FNSA.2	FNSA.3	WPSA.1	WPSA.2	WPSA.3	WNSA.1	WNSA.2	WNSA.3	RPCG	RNCG	RPCS	RNCS	THSA	TPSA	RHSA	RPSA	bpol	apol
allantoin	0.717015559798985	113.32	4	7	215.197885948732	361.422484710443	32.7942854450113	208.770874602881	-350.628389779448	-53.3180067580375	6.42701134585164	712.050874489891	86.1122922030489	0.50757958126147	0.852474329099642	0.0773507118834504	0.49242041873853	-0.827014682221531	-0.125759281624116	91.2371809790113	153.231842878171	13.9037525532973	88.5123289446594	-148.655483829001	-22.6051692402877	0.166908017075335	0.16478065266883	2.5405315145122	7.82753352946945	187.780388737767	236.188371813845	0.442910908090143	0.557089091909857	10.753242	17.846758
allylestrenol	0.067378236881426	20.23	1	1	487.525699752842	624.118886380506	18.8070235516666	75.1684129110526	-96.2288268717319	-10.5133862317008	412.357286841789	720.347713252237	29.3204097833675	0.866413365238189	1.10916192711848	0.0334231745603856	0.13358663476181	-0.171014454756186	-0.018684016759885	274.327841023269	351.188022968656	10.582601429254	42.2968234033379	-54.1473943492767	-5.91582053673971	0.164473860286501	0.303370744158552	2.34683164618213	4.64813404723084	533.103762346505	29.5903503173892	0.947413079946219	0.0525869200537806	34.982624	59.099376
almitrine	0.14501977745537	69.21	2	7	565.352047310987	1548.18463418479	36.9974490443057	263.951247867164	-722.815576711017	-34.7978837769904	301.400799443822	2271.00021089581	71.7953328212961	0.681719282436395	1.86684973180073	0.0446126878542763	0.318280717563605	-0.871593759380567	-0.0419603828651315	468.848315770715	1283.91461867363	30.6821064056284	218.895639622624	-599.433339572542	-28.8579996814845	0.0763836288653595	0.105695836796936	0.230607563653323	0	700.701349055443	128.601946122709	0.844927728045404	0.155072271954596	43.349003	73.910997
almotriptan	0.193306765599157	64.79	1	4	485.862913666159	745.835218144377	25.2981826273196	171.693986273524	-263.562865377248	-21.2864612838892	314.168927392635	1009.39808352163	46.5846439112088	0.738891058265417	1.13425198368809	0.0384729939411178	0.261108941734583	-0.400821381999679	-0.0323720445878399	319.482511305981	490.429093908854	16.6349945425282	112.898565352305	-173.307580696683	-13.9970594925202	0.142380818987576	0.201007446129886	1.65084455563135	1.59252249211046	563.582512523929	93.9743874157537	0.857085542826219	0.142914457173781	38.426175	54.393825
alogliptin	0.276174576782225	93.67	1	7	434.295175603962	888.169610430714	25.4504146670588	195.527908014447	-399.870769110011	-39.4880371481464	238.767267589515	1288.04037954072	64.9384518152052	0.68955106108351	1.41018904122737	0.0404088311924724	0.31044893891649	-0.634893797179846	-0.0626970306030749	273.529126699486	559.389722817633	16.0292586449741	123.147989959116	-251.847840849732	-24.8704773226839	0.141555134607013	0.159567866604134	0.819116128659463	3.14877327287442	485.512102486508	144.310981131901	0.770870606547449	0.229129393452551	30.813347	52.786653
alosetron	0.183309044366168	53.92	1	3	441.842851954212	666.02370083379	25.2951424081863	134.874397654988	-203.30654909681	-18.4261525657691	306.968454299223	869.3302499306	43.7212949739554	0.766134275077808	1.15485309531682	0.0438605615235664	0.233865724922192	-0.352523787409821	-0.0319500631865186	254.818394338518	384.107356919404	14.5881449581222	77.7843916582824	-117.25039382265	-10.6266800286099	0.156481105612585	0.182147734812106	1.23520105734726	3.88014579369006	511.029885164832	65.6873644443681	0.886101266281042	0.113898733718958	26.575726	47.124274
alprazolam	0.139800046095971	43.07	0	3	311.576058074642	396.121396538267	17.9730802132173	259.084069998744	-329.38584647006	-26.9019229260053	52.491988075898	725.507243008327	44.8750031392226	0.545992338954113	0.6941459146193	0.0314952444178928	0.454007661045886	-0.577201437889318	-0.0471417602221997	177.804033205475	226.050686881136	10.2565202563478	147.848948567257	-187.967369332165	-15.3518547823745	0.10965126200818	0.217034473783311	0.600018871849759	2.52491619209329	559.02641777806	11.6337102953247	0.979613591833371	0.0203864081666288	19.251691	45.168309
alprenolol	0.166510898660027	41.49	2	2	402.253254006913	628.311553666722	23.0815161751699	128.361278854243	-200.497755441826	-18.6523147036416	273.89197515267	828.809309108548	41.7338308788115	0.758089402184107	1.18412051452637	0.0434995929167466	0.241910597815893	-0.377859525182454	-0.0351522876749444	213.441422466758	333.391241540135	12.247387923015	68.1103600167049	-106.387022843475	-9.89718925325206	0.134630295492665	0.248925739035178	3.18380045014224	5.51533725122954	471.629895424147	58.9846374370095	0.888837124156862	0.111162875843138	27.719761	44.440239
althiazide	0.418869223924279	160.42	3	7	334.647652723217	674.733823629312	26.1940954643605	306.260965997389	-617.499124629266	-50.9658405215692	28.3866867258282	1292.23294825858	77.1599359859296	0.522145658442302	1.05277695434371	0.0408702499845448	0.477854341557698	-0.963474521316204	-0.0795212281952272	214.47856486493	432.442722906336	16.788021542699	196.285292685425	-395.760511027326	-32.6644464506136	0.12088183865757	0.133859480495039	0.992443376942582	0.851577220086534	459.337792393431	181.570826327175	0.716697792752997	0.283302207247003	31.616898	46.083102
altretamine	0.230253913335728	48.39	0	6	419.132605910646	561.982450713232	22.3483841079009	133.95243838593	-179.606450420578	-8.22876584548501	285.180167524716	741.58890113381	30.5771499533859	0.757808605082979	1.01608686857185	0.0404067771102435	0.242191394917021	-0.324735684453383	-0.0148779395326997	231.815975906229	310.824088646626	12.3605570142752	74.0870903183165	-99.3376415868163	-4.55120732215623	0.155567752855511	0.185576217937838	1.46771881136124	1.01661476465189	506.793905620395	46.2911386761813	0.916303759876467	0.0836962401235333	29.577726	34.442274
aluminum_chloride	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
aluminum_hydroxide	0	0	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.805242	13.206758
aluminum_phosphate	0.768735627129199	96.06	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29.711621	15.638379
aluminum_sulfate	0.726804052406422	265.92	1	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62.245656	38.060344
alverine	0.0115214604146869	3.24	0	1	463.43478918787	551.278802044881	22.2336796656849	165.659518565984	-197.060261924717	-9.58192542211409	297.775270621886	748.339063969598	31.8156050877989	0.736669817984108	0.876305500224904	0.0353423634447893	0.263330182015892	-0.313244388791736	-0.0152313020544182	291.544187893196	346.806356351799	13.987081318105	104.215460155105	-123.969489061323	-6.02793474037392	0.052372548936965	0.254785996833636	0.811011638888904	0.0450244021438184	628.91759316709	0.176714586764426	0.999719096827636	0.000280903172364371	31.496589	54.303411
alvimopan	0.211839532812985	89.87	3	5	499.177572380695	1267.20612402847	34.5274541303184	244.244233500737	-620.035445452121	-45.777296449814	254.933338879958	1887.24156948059	80.3047505801324	0.671459417024834	1.70455872292583	0.04644396203765	0.328540582975167	-0.834029134667339	-0.0615764779666889	371.099492314765	942.068665149252	25.6684623020496	181.576489145244	-460.947870568513	-34.0318403950904	0.107656478841545	0.141964588574007	0.528161568547251	4.54836409162161	559.480017942346	183.941787939086	0.752574128867532	0.247425871132468	39.538624	70.745376
amantadine	0.172162706848372	26.02	1	1	332.109213134193	225.882924525009	13.3231109570701	35.4379178057328	-24.1029763597716	-5.87363469513855	296.67129532846	249.98590088478	19.1967456522086	0.903582656963999	0.614568596814671	0.0362487143431074	0.0964173430360009	-0.0655779200292849	-0.015980629967422	122.065788446189	83.0226208374868	4.89687120746539	13.025105015982	-8.8589798081469	-2.15883758038738	0.174712401266956	0.477567968230675	3.4669015681008	7.56725927881697	351.701722993382	15.8454079465435	0.956888772588097	0.0431112274119027	17.924519	30.035481
ambenonium	0.10852772810556	58.2	2	4	591.808708043806	1598.88227474402	30.8223002330263	332.166269038272	-897.409505156917	-40.8173475337036	259.642439005534	2496.29177990094	71.6396477667299	0.640502960277933	1.73043893438901	0.0333583711653788	0.359497039722067	-0.971248710642517	-0.044175814871746	546.816437451749	1477.32721316355	28.4790341514274	306.913320822076	-829.183926960601	-37.7142077520049	0.104686837406313	0.125502682883238	0.862572083837496	0	834.817510233518	89.1574668485593	0.903506621867489	0.0964933781325112	55.270694	87.6493059999999
ambrisentan	0.215624181511868	81.54	1	5	461.804695299739	1084.87361969132	24.8086311357775	193.860106833242	-455.417014929698	-27.357252460715	267.944588466497	1540.29063462102	52.1658835964925	0.704330465502213	1.65461622487902	0.037837369117682	0.295669534497787	-0.694588169821157	-0.0417244487910858	302.789084167785	711.313447194202	16.2661462248296	127.107248588296	-298.600906981873	-17.9371875215567	0.124487859226043	0.155278820314302	0	0.822522598370425	567.480378159024	88.1844239739568	0.865503800589754	0.134496199410246	31.480554	58.797446
ambroxol	0.155008827507021	58.28	3	3	417.702984903722	580.906645006738	27.9133743536935	254.538578128081	-353.991129556449	-35.8062672409425	163.164406775641	934.897774563187	63.7196415946361	0.621358463793708	0.864133783080675	0.0415228332919561	0.378641536206292	-0.52658322398269	-0.0532639890331336	280.797307454727	390.50959101489	18.7645304050188	171.111411612714	-237.967550232421	-24.0704610563856	0.151086380286916	0.282207568110616	4.47873586464987	9.03353307749807	589.087499757174	83.1540632746283	0.876303299516911	0.123696700483089	22.257726	43.984274
amcinonide	0.197377060688611	99.13	1	7	560.076756921911	1650.07751859898	30.5417402221175	191.994368952398	-565.646740362984	-44.2514920758175	368.082387969512	2215.72425896196	74.793232297935	0.744712484834199	2.19404450168287	0.040610175249863	0.255287515165801	-0.752118677213408	-0.0588395040753275	421.217557154293	1240.97565719262	22.9695609550086	144.393421219558	-425.406580871922	-33.2802694670782	0.0877005021190102	0.132187203528195	2.32504670769216	0.609855719480337	555.203295868183	196.867830006127	0.738232431437571	0.261767568562429	48.087245	78.7887549999999
amdinocillin_pivoxil	0.259121922617129	113.81	0	8	572.512195117447	1539.24895927036	24.3319315531647	163.720910461793	-440.177944135171	-35.0502730150168	408.791284655654	1979.42690340553	59.3822045681815	0.777623541754505	2.09070870028229	0.0330492222759004	0.222376458245495	-0.597878499077892	-0.0476075753038036	421.502431393306	1133.24604154323	17.913973532128	120.536754357547	-324.073574818122	-25.8051713532461	0.105203141227202	0.106737030426292	0.456572575082192	0.364769933169965	614.269426545875	121.963679033365	0.83434094703279	0.16565905296721	50.341831	69.1741689999999
amezinium	0.405112871863215	126.83	1	6	347.377091631252	686.121496982229	25.6000435810808	144.188966254725	-284.794684964516	-21.2981539024262	203.188125376527	970.916181946745	46.898197483507	0.706674283259462	1.39578696692964	0.0520785419790292	0.293325716740538	-0.579361980746393	-0.0433271450718563	170.75878753307	337.274039502379	12.5841125048611	70.8784017324894	-139.995400594886	-10.4694495540645	0.244978630943904	0.168082405823895	0.870187148048476	0.832902518995636	461.769884162392	29.7961737235846	0.939385209280466	0.0606147907195335	28.984105	41.331895
amifostine	0.61054658620562	130.69	4	5	391.893737694469	623.377555480387	49.3356872039742	195.986596904333	-311.751972368573	-45.6956949280681	195.907140790136	935.12952784896	95.0313821320424	0.666621614349315	1.06038171170636	0.0839213089814329	0.333378385650685	-0.530298351587706	-0.0777295858335747	230.386621642999	366.471405897193	29.0034803011342	115.216666165	-183.272853827873	-26.8636004240375	0.231317403186062	0.207653078492209	8.07049489623523	3.76738700349412	305.559580893782	282.320753705019	0.519764929885452	0.480235070114548	24.836105	29.937895
amikacin	0.567141789617653	331.94	13	18	656.179123392773	4149.30036331554	74.2787425960546	233.254042463084	-1474.96475982453	-82.3558699133491	422.925080929689	5624.26512314008	156.634612509404	0.737749781076991	4.66510641001663	0.0835124497798324	0.26225021892301	-1.65831994628314	-0.0925936574830804	583.627475087755	3690.5253582306	66.0659771830012	207.463881436617	-1311.88257585656	-73.2500421038432	0.0362239819673778	0.0621466277332127	0.246066202806337	1.4495197625331	484.422166185253	405.010999670604	0.544641446689385	0.455358553310616	53.649901	83.3180989999999
amiloride	0.68452934904595	156.79	5	8	263.294884077028	562.772255692949	38.4027852684141	245.418796454098	-524.56351422884	-52.3584929145717	17.876087622931	1087.33576992179	90.7612781829858	0.51756989079227	1.10626522782989	0.0754899794090842	0.48243010920773	-1.03115668853483	-0.102923304244357	133.941709543841	286.289945494364	19.5360222365415	124.847899215683	-266.852635995695	-26.6354816376346	0.121120236757748	0.13326897097508	1.45506401819997	3.76024119112291	337.944557863619	170.769122667507	0.664311912175795	0.335688087824205	11.443656	26.576344
aminoglutethimide	0.311001351531692	72.19	2	4	325.528034673851	462.591648386341	20.5903788600087	144.571970577844	-205.444014206248	-30.8523317937627	180.956064096007	668.035662592589	51.4427106537714	0.692465498909239	0.984028171066847	0.0437999970856934	0.307534501090761	-0.43702193556933	-0.0656292947226071	153.030730809752	217.46433633581	9.67953721022449	67.9632841278927	-96.5792321572866	-14.5036813382749	0.152759767619392	0.212830641244783	0.230596257066098	3.78610140105021	365.313654912764	104.786350338931	0.777097746929767	0.222902253070233	19.407312	37.352688
aminolevulinate	0.478307974396184	69.39	1	4	375.102923071197	452.798795105092	26.3890816214403	125.739488885129	-151.784178587992	-36.9660060852954	249.363434186068	604.582973693084	63.3550877067357	0.748944007369541	0.904074384069089	0.052689390897154	0.251055992630459	-0.303057758218024	-0.0738076592613305	187.867452722847	226.780840671353	13.2167712885945	62.9756688913835	-76.0199541008197	-18.5141436481516	0.216436496532312	0.268410632533684	2.15770359378278	6.055494782118	365.133700558576	135.70871139775	0.729039098610555	0.270960901389445	15.197277	21.400723
aminolevulinic_acid	0.613391405752464	80.39	2	4	339.556587593992	414.197599146626	33.7603451086294	170.068408424832	-207.452686927342	-51.5909552353064	169.48817916916	621.650286073968	85.3513003439358	0.666287152801763	0.812749771660192	0.0662454655332141	0.333712847198237	-0.407069293201779	-0.101233172702151	173.046524600754	211.085449816105	17.2051157415794	86.6711119664327	-105.723074749441	-26.2920403564004	0.212263061950655	0.271874664490224	6.94907792215782	14.0684527813154	282.484288328854	227.14070768997	0.554298338063504	0.445701661936496	11.094863	18.307137
aminophylline	0.453690663932342	190.64	4	12	293.545214288598	990.638163910696	20.0398675066472	110.790473861179	-373.888812565449	-28.4741780498138	182.754740427419	1364.52697647615	48.5140455564609	0.72599382862257	2.45003889823284	0.0495624504439585	0.27400617137743	-0.924699015009902	-0.0704221242010826	118.690806222454	400.550363712262	8.10283361873052	44.7965424890995	-151.176590320154	-11.5131263762707	0.0857651451861578	0.0974905127979936	0	0	288.481981403639	115.853706746138	0.713471478918224	0.286528521081776	40.628968	58.371032
aminopyrine	0.115905204291604	26.79	0	4	417.791734896186	501.189089213826	23.1101068793112	123.730898532087	-148.429399538777	-13.2832006093086	294.060836364099	649.618488752603	36.3933074886198	0.771512969367927	0.925518266966788	0.0426761606121718	0.228487030632073	-0.274096391131614	-0.0245293544338401	226.243680505549	271.405235436588	12.5146459360934	67.0030820095419	-80.3778793164158	-7.19315377430881	0.220354666919833	0.229669863238366	3.72826312916552	0.28410210482087	491.358213715757	50.1644197125153	0.907364131033759	0.0926358689662413	24.162519	38.317481
aminosalicylic_acid	0.545926452998233	83.55	3	3	222.174708733886	300.200228710053	29.19339752402	185.987488355348	-251.304421010222	-44.1263061238075	36.1872203785374	551.504649720276	73.3197036478275	0.544329460979732	0.735492485220092	0.0715240111215827	0.455670539020268	-0.615697442836141	-0.108109732940703	90.6833172544834	122.530384916986	11.9156412739034	75.9130618782272	-102.57296461777	-18.0106900569254	0.216989048788543	0.266078537583785	3.31647030140395	9.66145869046706	200.605744396507	207.556452692727	0.491485360053198	0.508514639946801	7.950449	20.493551
amiodarone	0.0661681123898373	42.68	0	2	512.470239946656	965.517924880215	20.4662511526449	291.472098567694	-549.147079836002	-24.7705766497545	220.998141378962	1514.66500471622	45.2368278023994	0.637446512511928	1.20097907352964	0.0254573620173626	0.362553487488072	-0.683067744448939	-0.0308113846765795	411.996523121725	776.220738405722	16.4536858122793	234.326760534197	-441.482587551682	-19.9141153181526	0.10393304085208	0.181521405752425	0.058833971583657	1.14246470371725	756.917891571713	47.0244469426376	0.941507686944892	0.0584923130551087	45.653003	77.5429969999999
