tpsaEfficiency	TopoPSA	nHBDon	nHBAcc	PPSA.1	PPSA.2	PPSA.3	PNSA.1	PNSA.2	PNSA.3	DPSA.1	DPSA.2	DPSA.3	FPSA.1	FPSA.2	FPSA.3	FNSA.1	FNSA.2	FNSA.3	WPSA.1	WPSA.2	WPSA.3	WNSA.1	WNSA.2	WNSA.3	RPCG	RNCG	RPCS	RNCS	THSA	TPSA	RHSA	RPSA	bpol	apol
nabilone	0.124991120267367	46.53	1	1	587.095173691099	970.034084905631	22.7906385113667	123.632568318276	-204.273192230757	-25.3859483297756	463.462605372824	1174.30727713639	48.1765868411423	0.826047921010174	1.36484623797453	0.0320666229334636	0.173952078989826	-0.287414125208105	-0.035718246002336	417.264827142077	689.430134837109	16.1979390481355	87.8690961196677	-145.182624667213	-18.0424977351881	0.131962315473311	0.218051570176623	3.49145494826158	3.60792933085626	611.36387876531	99.3638632440648	0.860194196214795	0.139805803785205	42.229452	68.6505479999999
nabumetone	0.115292710123452	26.3	0	1	387.453309190622	397.390028188463	18.8929868962316	200.772944211771	-205.922014516962	-23.0984476766483	186.680364978851	603.312042705425	41.9914345728799	0.65868074903072	0.675573430954326	0.0321185713608524	0.34131925096928	-0.350072805023368	-0.0392679645681288	227.910208433558	233.755247420771	11.1133508975508	118.099916758258	-121.128735092386	-13.5871133362461	0.126650823807069	0.34027740992705	0.784650530145337	8.22741644251266	530.670467936606	57.555785465787	0.902153660886648	0.0978463391133519	20.365312	38.672688
nadolol	0.26504394583489	81.95	4	4	485.34448542847	1048.97851758765	30.4624180950848	141.612361223699	-306.067812055969	-34.4594346814042	343.732124204771	1355.04632964362	64.9218527764891	0.77412741884887	1.67312714294293	0.0485877429327846	0.22587258115113	-0.488180029758529	-0.0549630088026172	304.290048124253	657.664263592617	19.0986215902943	88.7848394397778	-191.891310308339	-21.6045785052696	0.0972975234951664	0.180215791968677	1.98237929083083	4.81926833796645	485.485791648034	141.471055004134	0.774352803132205	0.225647196867795	32.092589	52.231411
nafarelin	0.357231593045338	472.13	17	27	1107.5246059007	10459.4146724323	85.7522163596072	606.657159377917	-5729.24408191648	-137.467007116699	500.867446522784	16188.6587543488	223.219223476306	0.646095197332056	6.10169521359494	0.0500251595814107	0.353904802667944	-3.34226171224337	-0.0801939501989482	1898.49848403237	17929.337906971	146.994885615866	1039.92064038135	-9820.96573405167	-235.643436926871	0.0233532552414068	0.0417109857772207	0	0.348049284930896	1178.25154311036	535.930222168263	0.687355079243213	0.312644920756787	111.174181	200.629819000001
nafcillin	0.292761887702526	121.24	2	6	399.800357367853	1019.44490797532	26.8514393388417	260.959126301546	-665.415744621318	-47.4520001432235	138.841231066306	1684.86065259663	74.3034394820653	0.605061852684489	1.54283810247267	0.0406372363961052	0.394938147315512	-1.00704683181551	-0.0718143308056785	264.171877705223	673.607891023167	17.7423431933132	172.431217553827	-439.67976384147	-31.3543591137166	0.109076755022828	0.135260966389769	0.370474219911491	0.693374175861663	476.151792624984	184.607691044415	0.720612877140663	0.279387122859337	33.760554	60.739446
nafronyl	0.239560637316838	113.37	2	8	605.71486975015	1867.83132508512	31.7378178291002	189.828191730363	-585.369553573103	-24.343327882433	415.886678019787	2453.20087865822	56.0811457115332	0.761385397068147	2.34786954411879	0.0398945316297974	0.238614602931853	-0.735811273978965	-0.0305996357219556	481.872261865305	1485.94025068742	25.2488007604732	151.016500804483	-465.686686747027	-19.3661655902147	0.115486797333411	0.12237867915201	0	0.937520370989214	705.473395571322	90.0696659091911	0.886782161431249	0.113217838568751	46.948245	75.8117549999999
naftazone	0.393128775709799	84.55	2	5	266.565936527885	387.032879922063	26.5023112086165	271.962881819979	-394.868822152298	-43.193622696721	-5.39694529209424	781.90170207436	69.6959339053374	0.494989176894329	0.718685549845649	0.0492124289465549	0.505010823105671	-0.733236195908147	-0.0802067061689165	143.553438810154	208.428359486199	14.2722583386636	146.459849380993	-212.64824019609	-23.2610105910286	0.199042507832978	0.196902350936646	1.95300095778491	8.45619354679553	394.762289949046	143.766528398819	0.733038375105207	0.266961624894793	11.754863	30.265137
naftifine	0.0112826177473512	3.24	0	1	404.013789440015	490.286933395178	22.6755707123062	215.387330530728	-261.381162074824	-11.463456500573	188.626458909287	751.668095470002	34.1390272128793	0.652265190381151	0.791549962677394	0.0366088629503564	0.347734809618849	-0.421990134740424	-0.0185073228493912	250.24659366277	303.684275651995	14.0452738951783	133.411153758242	-161.8997845284	-7.10047779519084	0.0513956253719384	0.245183549525759	0.387708988305563	0.129982528907639	618.870976210451	0.530143760293278	0.999144102677247	0.000855897322753175	24.937347	52.062653
nalbuphine	0.204818665181926	73.16	3	3	487.863028264021	1046.26677057709	34.2914782295456	124.681786633497	-267.391465828013	-30.5558249930848	363.181241630524	1313.6582364051	64.8473032226304	0.796452792348986	1.70806567149235	0.0559819908609998	0.203547207651014	-0.436525555885652	-0.0498834113846788	298.837968343327	640.885285316564	21.0050671846793	76.373181914507	-163.789255940796	-18.7168121644301	0.101607320439756	0.181752983641312	2.82094136930488	4.79308584358898	448.970831160896	163.573983736622	0.73295997328132	0.26704002671868	33.412589	59.271411
nalidixate	0.295276749077155	75.02	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.199277	56.660723
nalmefene	0.156051248931411	52.93	2	2	430.461418093955	795.343793968171	24.0401483124041	128.347918904235	-237.142555588878	-24.8827217883924	302.11349918972	1032.48634955705	48.9228701007965	0.770318943499238	1.42328293625263	0.0430203053541354	0.229681056500762	-0.424371140365621	-0.0445281067099869	240.545859648384	444.445538192979	13.4338593397927	71.7220154679728	-132.517474262677	-13.904697265282	0.117936670078851	0.209244166495614	3.12297384768283	3.49199527020205	464.888463013548	93.9208739846413	0.831926799059649	0.168073200940351	31.226175	57.135825
naloxone	0.213971051414671	70	2	3	371.389822354042	749.133485670891	23.6570818239198	166.681714275646	-336.215065941899	-36.5738040315224	204.708108078396	1085.34855161279	60.2308858554422	0.690223877442601	1.39225629804399	0.0439664249331982	0.309776122557399	-0.624851981667428	-0.0679720103029595	199.834292402666	403.08740577569	12.7292023691708	89.6866861283674	-180.907757169409	-19.6793229356343	0.108148234408014	0.191808386349064	2.84942040998504	1.99380705213489	402.484619215881	135.586917413807	0.748013213516029	0.251986786483971	27.811347	51.750653
naltrexone	0.205180690369244	70	2	3	433.671765811766	853.303546833637	27.5087134766622	166.089982209373	-326.802854337326	-38.1535479273552	267.581783602393	1180.10640117096	65.6622614040175	0.723073399133285	1.42273752810852	0.0458660685971134	0.276926600866715	-0.544887791553202	-0.0636145070158935	260.099736330678	511.77882684158	16.4986740805756	99.6144180586934	-196.003851175652	-22.8830385981189	0.110868007684553	0.196632196141859	4.74092879800557	3.05192462679862	439.6394174068	160.122330614338	0.733023436151692	0.266976563848308	29.997761	54.844239
nandrolone	0.102703857221781	43.37	0	3	594.069607556839	1060.27819664595	20.5251519662194	129.700251823142	-231.48524576627	-23.7960973956582	464.369355733697	1291.76344241222	44.3212493618776	0.820799042482578	1.46493831278666	0.028358671890264	0.179200957517421	-0.319832668860475	-0.032877988890064	429.969676323334	767.397401290099	14.8554863523434	93.8731330235836	-167.542043776794	-17.2228980658479	0.152104433078892	0.174368925497736	0.086102627423824	0.0595899483494159	649.073298959282	74.696560420699	0.89679514910349	0.10320485089651	45.373866	77.0241339999999
naphazoline	0.11607890405217	24.39	1	2	357.22546100148	364.31178858378	20.1852472191363	153.840257954557	-156.892007010056	-13.3771855396819	203.385203046923	521.203795593836	33.5624327588182	0.698981457279488	0.712847242675495	0.0394963826968653	0.301018542720512	-0.306989886409408	-0.0261750789448522	182.565687056123	186.187266156729	10.3159878823532	78.6224820359278	-80.1821263610499	-6.83662094544583	0.12659943267435	0.27029388031436	2.72782215268175	4.66503576995288	485.913342773234	25.1523761828033	0.950784458338974	0.0492155416610265	17.284898	36.175102
naproxen	0.202221442039392	46.53	1	2	326.890438687958	434.829654192935	19.6890424924742	234.123952741355	-311.431676672521	-36.8827860177288	92.7664859466026	746.261330865457	56.571828510203	0.582677456553528	0.775077539606616	0.0350954321195074	0.417322543446471	-0.55512243790944	-0.0657430300919044	183.390240524586	243.945693822468	11.0458361917413	131.346906866217	-174.717652560245	-20.6917737519537	0.200056257567819	0.262092163820297	0.635441451168204	5.88916484839177	438.936224251172	122.078167178142	0.782397441058296	0.217602558941704	18.178898	36.381102
naratriptan	0.219532517561135	73.58	2	4	447.825720638662	697.132488127771	25.8628712749082	190.524537195754	-296.59047826741	-25.0059631649797	257.301183442908	993.722966395181	50.8688344398879	0.701536053510649	1.09208460335361	0.0405151732258199	0.29846394648935	-0.464620284283402	-0.0391727940234749	285.869664234574	445.014703541111	16.509570546676	121.621387442693	-189.328608273234	-15.9625630337627	0.136183492669374	0.196451459304246	1.96689118834711	1.48699508028435	520.181050040428	118.169207793989	0.814883433751755	0.185116566248245	37.106175	54.393825
natamycin	0.347194279427773	230.99	7	14	653.279302473816	3563.71617026997	43.6826246869364	260.506360622809	-1421.09313167303	-71.4985471591739	392.772941851007	4984.80930194299	115.18117184611	0.714915246382824	3.89994756340704	0.0478040162491774	0.285084753617176	-1.55517118407969	-0.0782443302041755	596.957260598337	3256.47274373831	39.9165561653532	238.046977482603	-1298.5745296479	-65.3343473262911	0.0523610659042311	0.0719523250672489	0.225595832897888	0.0983577853023686	645.957558995238	267.828104101388	0.706902707147127	0.293097292852873	62.216729	100.945271
nateglinide	0.209332250040334	66.4	2	4	490.335232607932	912.740391335265	23.903570520145	175.244157777928	-326.210336342161	-30.9362945816243	315.091074830003	1238.95072767743	54.8398651017693	0.73670435066156	1.37134713682483	0.0359139283238432	0.263295649338441	-0.49011483987364	-0.0464802471778602	326.357025203896	607.501193245477	15.9097238948436	116.638899702517	-217.118876800182	-20.5905600884349	0.148705071229296	0.177435803134295	0.14029721865994	4.46700247646019	548.674968159252	116.904422226608	0.824356907808047	0.175643092191953	32.092589	54.949411
nebivolol	0.175109449388465	70.95	3	3	479.213307390831	1168.78760079019	32.5246452444151	230.120590134209	-561.257561689593	-39.2153061861934	249.092717256622	1730.04516247978	71.7399514306084	0.675582132847267	1.64772557024025	0.0458523769382767	0.324417867152733	-0.791245933188722	-0.0552846921922395	339.922243077403	829.060664247442	23.0708333768402	163.23233510066	-398.119013748679	-27.8167459796903	0.0862264711102803	0.159297043246929	1.64236280028981	3.98313386441711	525.86530379817	183.46859372687	0.741350872463566	0.258649127536434	34.228175	60.811825
nedocromil	0.326623109870889	121.21	2	7	368.330467433144	927.356719489605	29.6709128345118	255.029280174356	-642.09490538334	-66.5006181104015	113.301187258788	1569.45162487294	96.1715309449133	0.590879454194505	1.48767501117752	0.0475983779003872	0.409120545805495	-1.03005512923756	-0.106680962904062	229.602387215278	578.07685060316	18.4956527358054	158.974987722009	-400.256118159821	-41.4538085210426	0.124841849337401	0.12987931827046	1.06004910798597	2.34504904372595	330.182533264609	293.177214342892	0.529682153093576	0.470317846906424	26.312519	51.489481
nefazodone	0.110011316921202	51.62	0	6	574.569971030471	1309.8232225718	29.0025968437836	263.514214695388	-600.722375495473	-30.0528278379178	311.055756335083	1910.54559806727	59.0554246817013	0.685575483724037	1.56287786463524	0.0346058275979335	0.314424516275964	-0.716780468748722	-0.0358589606507003	481.538006313603	1097.74212893391	24.3066177597577	220.847096050174	-503.455922914427	-25.1867997473008	0.132735338945672	0.150941551164699	0.500921689301298	1.93009115882342	793.209504456135	44.8746812697249	0.946455640096753	0.0535443599032467	46.196624	74.6213759999999
nefopam	0.0492599815132019	12.47	0	2	376.054072971995	475.562545363316	20.7692881292393	149.44455623987	-188.98939983404	-10.707679663343	226.609516732125	664.551945197356	31.4769677925823	0.715613803857101	0.904973902741778	0.0395230110502645	0.284386196142898	-0.359638235626767	-0.0203762275829382	197.615899856322	249.907465692928	10.9142324416215	78.5329094472269	-99.3136705483609	-5.6268709851265	0.0857445745520354	0.290024420121354	0	2.61828248761852	515.057112422423	10.4415167894417	0.980130268265206	0.019869731734794	24.666933	44.491067
nelarabine	0.500728156785345	148.77	4	8	370.063186681293	1086.17654288314	41.489426098399	184.627350542192	-541.901773942998	-58.9016243970809	185.435836139101	1628.07831682614	100.39105049548	0.667152514505929	1.95816670736807	0.0747974290422821	0.33284748549407	-0.976944327652493	-0.106188262543497	205.270547826881	602.491850091396	23.013792051615	102.411044258397	-300.587786110801	-32.6721736801527	0.0716959868523716	0.133889162381021	0.578912659872976	3.6719299147287	325.143549547945	229.546987675541	0.586171076895339	0.413828923104661	25.510105	38.871895
nelfinavir	0.224214820617862	127.2	4	6	714.150343580843	2224.05674231144	37.651277155096	212.478150283657	-661.71425524034	-31.2827649773747	501.672193297186	2885.77099755178	68.9340421324708	0.770697586259712	2.40016010411683	0.0406325484316498	0.229302413740288	-0.714109548348404	-0.0337597701608658	661.752057265132	2060.87434939724	34.8887462423015	196.88830837646	-613.163283702026	-28.9875013949019	0.0743882547019474	0.125082479291212	0.362608595692852	2.30474792791593	815.316662884982	111.311830979519	0.879874370671149	0.120125629328851	56.690315	95.7336849999999
neostigmine	0.132380496789774	29.54	0	2	397.571070130896	509.531132636653	19.9280982822045	114.994734773538	-147.378423276928	-12.5986236605487	282.576335357358	656.909555913581	32.5267219427532	0.775648836357747	0.994079448455705	0.0388791021397146	0.224351163642253	-0.28753073628157	-0.0245795243069282	203.78133556836	261.168235123774	10.2144617362328	58.9423687889702	-75.5411401524847	-6.4576236772572	0.268881341806703	0.254855022237823	2.13090081180669	0	461.53762719926	51.0281777051734	0.900445606755434	0.0995543932445659	28.264933	37.593067
nepafenac	0.339150434011081	86.18	2	4	351.80143583521	569.088476913863	29.5247305903065	230.742862735315	-373.259148306302	-39.107967666181	121.058573099896	942.347625220165	68.6326982564875	0.60390503640406	0.976901633593049	0.050682378426423	0.39609496359594	-0.640739509805903	-0.0671330365126669	204.939920674726	331.519247608355	17.1994634722138	134.417939122299	-217.439988735126	-22.7821235926142	0.124532773817909	0.186495238435739	3.25451826102577	2.62552884316514	441.021260025451	141.523038545074	0.7570604692341	0.2429395307659	15.900898	39.539102
netilmicin	0.420218279897929	199.73	8	12	638.553119635037	2742.13953586956	46.0250319330115	152.520265441274	-654.96798469464	-45.215047340459	486.032854193764	3397.1075205642	91.2400792734705	0.807198335428058	3.46635291693581	0.0581804833802767	0.192801664571942	-0.827948452129328	-0.0571565776240814	505.142377900728	2169.23360499191	36.4091778094928	120.654722675366	-518.127740768998	-35.7684205560025	0.0490624943888089	0.0901340786366368	0.726107759406594	2.07150139454997	621.243173188222	169.830211888089	0.78531674166777	0.21468325833223	51.825487	75.4125129999999
nevirapine	0.218400373455427	58.12	1	5	358.815205058967	520.962593477677	19.3499458369137	159.951539238723	-232.233103663646	-22.5171298947617	198.863665820244	753.195697141323	41.8670757316754	0.691669635733365	1.00423282564683	0.0372998964363258	0.308330364266635	-0.447663822356317	-0.0434051144223702	186.141395732948	270.258068519295	10.0381084041524	82.9775392562764	-120.474811105737	-11.6811381664337	0.164268757751378	0.188995603594524	0.526935152635097	7.98745223902207	441.39936379128	77.3673805064098	0.850862875546985	0.149137124453015	21.542898	40.937102
niacin	0.407942554899794	50.19	1	3	262.215452476209	246.42242498591	32.5224367324291	143.386747480662	-134.750678083065	-32.6253333278773	118.828704995548	381.173103068975	65.1477700603064	0.646484295460162	0.607547062151322	0.080183087606249	0.353515704539838	-0.332223735712957	-0.0804367760612405	106.355164387037	99.9494776929921	13.1911718866314	58.1579802228166	-54.6551714761713	-13.2329069721133	0.310854654087456	0.348643214888367	14.7421471837478	12.5204222539108	211.562179675595	194.040020281276	0.521600177952909	0.478399822047091	7.744035	16.597965
niacinamide	0.458671949753335	55.98	1	3	256.652837259023	230.036048557842	24.036453081762	173.500737479804	-155.507433691238	-33.6466362859541	83.1520997792198	385.54348224908	57.6830893677161	0.596653968096983	0.534776559040598	0.0558787709630358	0.403346031903017	-0.361516078962394	-0.078220055026587	110.400135413831	98.9508286059502	10.339366217162	74.6319624467602	-66.8920785007469	-14.4732208763403	0.256378150338389	0.306899938108896	4.6683305661468	13.1801639939963	296.781316521183	133.372258217644	0.689942694772158	0.310057305227842	8.177242	17.562758
nicardipine	0.231654203836497	111.01	1	6	584.590538948025	1507.11239981453	30.6128221233183	274.775139024949	-708.388165040214	-31.706642940272	309.815399923076	2215.50056485474	62.3194650635902	0.680258188024132	1.75374981622425	0.035622579430361	0.319741811975868	-0.824315170127719	-0.0368954029151594	502.377044839655	1295.16066924809	26.3076086386714	236.132323638293	-608.764475717814	-27.2476007066138	0.113019717876789	0.122307347807468	0.124401120044033	0.564274253513091	802.746250742573	56.6194272303999	0.934114860900716	0.065885139099284	41.347003	73.2089969999999
nicergoline	0.117135488867465	56.59	0	5	584.674543826585	1238.49392991867	32.9749584233572	243.145788719378	-515.046510223221	-31.5207635635217	341.528755107207	1753.54044014189	64.4957219868789	0.706281932008624	1.49609025198702	0.0398334724661119	0.293718067991376	-0.622171852966204	-0.0380768173047641	484.005475301683	1025.25045692143	27.2973410477129	201.281027674826	-426.365973369625	-26.0935289752572	0.1391693750204	0.175197496352279	1.41367060153381	1.55171141955199	742.400395569933	85.41993697603	0.896813434488471	0.103186565511529	39.783382	68.332618
nicorandil	0.447078131223089	94.36	1	3	299.26723260803	384.555135158806	23.3305918555008	263.061612641269	-338.031307747129	-38.1199204188609	36.2056199667611	722.586442905935	61.4505122743617	0.532192568701246	0.683861655697779	0.0414892318838056	0.467807431298753	-0.601127455229988	-0.0677893740307082	168.286597333427	216.246445088539	13.1194647770864	147.927132865983	-190.084754943553	-21.4359308301332	0.180966526076356	0.213877956710023	1.83824248501759	8.00966681683612	456.167058195487	106.161787053812	0.811210490177243	0.188789509822757	14.628863	26.589137
nicotine	0.494309465631316	246.25	10	16	293.778052119121	1605.44235885604	26.9208253495372	132.539932513983	-724.306054734101	-36.1140732838534	161.238119605138	2329.74841359014	63.0348986333906	0.689105462843541	3.76583305590007	0.0631472898632359	0.310894537156459	-1.69898076281593	-0.084711587560477	125.242867108863	684.428950872126	11.4768320076745	56.5041569127691	-308.784697511797	-15.3960789392646	0.0532543264150546	0.0752084629929828	0	0	236.866137703934	189.451846929171	0.555609067038972	0.444390932961028	36.09621	65.11179
nifedipine	0.311369161155284	107.77	1	5	422.051505459989	818.959925862405	24.7664531341811	170.031118374532	-329.932888040627	-25.8770855610059	252.020387085457	1148.89281390303	50.643538695187	0.712825353202641	1.38318520573793	0.0418293868747329	0.287174646797359	-0.557241294979869	-0.043705193362064	249.88936274606	484.891941719938	14.6637865547607	100.672470700711	-195.347530040396	-15.3213727161508	0.150002157920103	0.162498443317817	1.94827198560682	0.916298692400139	517.058601467071	75.0240223674505	0.873287917349152	0.126712082650847	27.341726	48.934274
niflumic_acid	0.220590102699012	62.22	2	4	266.949407181164	492.146589700056	27.372982547132	290.205848559987	-535.022048514541	-47.1235446981062	-23.2564413788236	1027.1686382146	74.4965272452383	0.479129299114403	0.883320375476638	0.0491299009837381	0.520870700885597	-0.960274614663435	-0.0845788390444608	148.73226522797	274.20205904647	15.2510010914454	161.689713772018	-298.090346267274	-26.2551305977029	0.226024780527352	0.177696734505498	0.0426490472639156	3.54242087601116	416.324316602648	140.830939138503	0.74723214456415	0.25276785543585	16.385863	34.356137
nifuroxazide	0.428897254634333	117.97	2	3	298.781463843968	508.24944105618	31.2485686952861	317.988825897551	-540.922589190279	-49.6362911517271	-19.2073620535825	1049.17203024646	80.8848598470132	0.484429079697052	0.824049811590601	0.0506648410518963	0.515570920302948	-0.87702439333933	-0.0804777596737499	184.27953002444	313.473155021185	19.2731887681994	196.126060283398	-333.624982062621	-30.6141896753451	0.147203302708958	0.211865445612305	1.10178419581389	6.92063939097509	463.67719905851	153.093090683009	0.751782643831355	0.248217356168645	14.628863	34.431137
nifurtimox	0.398526300579037	114.4	0	4	307.977952738577	451.55016199696	18.0447539436533	251.102592062911	-368.160821629039	-38.5928195060904	56.8753606756661	819.710983625999	56.6375734497437	0.550865086618119	0.807665668561747	0.0322757679755436	0.449134913381881	-0.658511237874968	-0.0690290868908584	172.184481603931	252.45291057446	10.0884708656265	140.386573971598	-205.831552730927	-21.5764945548905	0.160400918048852	0.194989251603987	1.75544861278765	3.81496081122341	443.841714823751	115.238829977737	0.793877946479689	0.206122053520311	25.839691	36.478309
nikethamide	0.18640102028802	33.2	0	3	363.518398335855	353.534363502217	18.8696174569315	105.426032599326	-102.530506027184	-18.5830168127127	258.092365736529	456.0648695294	37.4526342696443	0.775184380825075	0.753893937491036	0.0402384935445363	0.224815619174925	-0.218641056942962	-0.0396273323379788	170.469928442076	165.787970908578	8.84880202030531	49.4389508630447	-48.0811098024138	-8.71440224429648	0.241753343257028	0.282346601132889	3.32243086784681	8.27409704772431	393.646206433934	75.2982245012466	0.839430389756234	0.160569610243766	19.562898	29.937102
nilotinib	0.184472769752704	97.62	2	7	628.03771814962	1767.00199553506	38.9612767910826	388.560270633315	-1093.22538082202	-56.306613272896	239.477447516305	2860.22737635708	95.2678900639786	0.617783750390361	1.73815216539087	0.0383251562770912	0.382216249609639	-1.07537629710523	-0.0553872955624336	638.461881150728	1796.33067483638	39.6079556262298	395.009589646781	-1111.37072343012	-57.2411898084046	0.148124227503651	0.097572677146675	0	2.92603329690989	879.23936855589	137.358620227045	0.864884033076349	0.135115966923651	37.197554	74.122446
nilutamide	0.291898431916344	92.55	1	4	261.474756558278	478.643059980192	16.89074729593	337.079818123257	-617.042033914742	-53.3791689319373	-75.6050615649782	1095.68509389493	70.2699162278673	0.436843635682507	0.799664859691127	0.0282192268013603	0.563156364317493	-1.03088683975566	-0.0891801202260262	156.506911701698	286.493993190712	10.1100340637687	201.760667170495	-369.333332170468	-31.9503457569095	0.228827033002026	0.151520750408333	0	4.46616880616584	504.187439096697	94.3671355848376	0.842341635037964	0.157658364962036	20.35307	35.96693
nilvadipine	0.341601259770075	131.56	1	6	444.562783968828	986.926375490868	25.7418487696967	246.166912748426	-546.488882392855	-40.6476833170079	198.395871220401	1533.41525788372	66.3895320867046	0.643613248542297	1.42881706140812	0.0372676155260687	0.356386751457702	-0.79117617932179	-0.0588474529330202	307.072716942566	681.699356025066	17.780659393634	170.034796984543	-377.476099994568	-28.0765619698158	0.131602216486899	0.142022993184748	0.935348965692494	0.869600524143645	577.927564541457	112.802132175796	0.836691353054752	0.163308646945248	29.094933	54.221067
nimesulide	0.347090238618788	106.92	1	3	355.839036893543	526.009042383056	24.9618477119689	297.575157714837	-439.882102630007	-38.3202760061878	58.2638791787057	965.891145013064	63.2821237181567	0.544584185390727	0.805016246545297	0.0382021815839639	0.455415814609272	-0.673205611784495	-0.0586462252004716	232.510277702016	343.70177478545	16.3104256186532	194.439832013702	-287.425209812627	-25.039012283754	0.14427530328909	0.208472298640474	2.37384350248059	1.13991444040239	552.264483202905	101.149711405475	0.845198172552559	0.154801827447441	23.426484	39.991516
nimodipine	0.279787838727631	117	1	6	547.909335849634	1305.56221944207	26.5508779905182	201.344763162109	-479.765717916336	-27.3364323271835	346.564572687524	1785.32793735841	53.8873103177018	0.731273057527906	1.74248258523256	0.0354364133950532	0.268726942472094	-0.640324448740609	-0.0364848618956372	410.52331577214	978.197844431843	19.8933541667565	150.858389113759	-359.466430714127	-20.4819339734994	0.122366163731138	0.160105044123612	0.596478879208169	1.06694871239344	694.687931654929	54.5661673568146	0.927172680898527	0.0728273191014727	38.003382	62.110618
nintedanib	0.174723099411002	94.22	2	9	695.068342527862	2106.10063952545	42.4474782989171	290.399326488802	-879.92815931091	-43.1774559117408	404.669016039061	2986.02879883636	85.6249342106579	0.705318260944499	2.13715853471581	0.0430734357234396	0.294681739055501	-0.892904137777482	-0.0438141780489103	684.967379318209	2075.49408794766	41.8306174948693	286.179147358929	-867.140752058246	-42.549986831413	0.096698445413316	0.104000517038735	0.9822545331887	1.22323027591099	836.461479489203	149.006189527462	0.848796470739476	0.151203529260524	48.125831	85.2721689999999
nisoldipine	0.277640781870323	107.77	1	5	488.925312004939	1017.29377828812	23.3954376818175	196.049486026021	-407.914905352333	-26.5225969079298	292.875825978919	1425.20868364045	49.9180345897472	0.713785840603789	1.48515504688997	0.0341551802330106	0.286214159396211	-0.595518122016944	-0.0387205441487367	334.901516842807	696.820600321057	16.0252852009488	134.288957094747	-279.411429907532	-18.1673104602658	0.140021796887144	0.151545322182884	0.713366463297061	0.772535130772093	617.951315867266	67.0234821636937	0.902151900542384	0.0978480994576158	33.900968	58.215032
nitazoxanide	0.454912181522246	139.67	1	4	324.424484804431	562.934720261029	29.5634786172371	316.662951079273	-549.467065934623	-46.8852729116165	7.76153372515785	1112.40178619565	76.4487515288536	0.506053412756763	0.87809351541113	0.0461145811982503	0.493946587243237	-0.857085999785994	-0.0731339756284379	207.984461101164	360.890376382053	18.9527747025272	203.008639346778	-352.25643240257	-30.0575593916159	0.151781143651661	0.1598627671413	3.8568363261233	2.0441668387772	475.765401272285	165.322034611419	0.742122485393071	0.257877514606929	19.186863	37.331137
nitisinone	0.28673357411638	94.35	0	3	192.012801265546	344.801051267121	8.56186714211845	323.058497411204	-580.122308481456	-59.5337664197471	-131.045696145658	924.923359748577	68.0956335618656	0.372788780424843	0.669423926654303	0.0166226834306521	0.627211219575156	-1.12629515558686	-0.115583544594104	98.9002829104052	177.597125261264	4.40997202798874	166.398159810148	-298.804350820898	-30.6641343849374	0.231851966202731	0.165877633776151	0	6.47188915357437	415.537666710928	99.5336319658217	0.80675756497881	0.19324243502119	18.67107	38.08893
nitrazepam	0.300981882723547	84.6	1	3	266.162961820215	376.06759401564	19.8347527602203	263.576817473996	-372.413572902377	-35.2538138069306	2.58614434621944	748.481166918017	55.0885665671509	0.50244095728441	0.709910051528861	0.0374424453958259	0.497559042715591	-0.703012285387658	-0.0665493043658159	140.997108650934	199.21796425355	10.5072575495544	139.627125115745	-197.282283915473	-18.6753475453626	0.159831387527653	0.196828557074184	1.08572002530303	9.55169333818488	456.835783825465	72.9039954687456	0.862377721443012	0.137622278556989	16.219277	39.440723
nitrendipine	0.299251272294871	107.77	1	5	441.964163245533	872.605695268435	22.4911312854141	207.026374382281	-408.748962880034	-30.5584275465301	234.937788863252	1281.35465814847	53.0495588319442	0.681002476339636	1.34455842523988	0.0346555611852578	0.318997523660364	-0.629822684894745	-0.0470860910518466	286.830559916946	566.312839309354	14.5965313847786	134.358158013494	-265.274209174325	-19.8321303224832	0.147550301330805	0.159703863320748	0.528989411917684	0.709516814484921	581.329009449899	67.6615281779146	0.895743428825279	0.104256571174721	29.52814	52.02786
nitric_oxide	0.569038151731921	17.07	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.298	1.902
nitrofurantoin	0.495937931639815	118.05	1	5	259.500887349043	413.170780954679	32.871562413464	282.832252440163	-450.31839318026	-49.0198124109701	-23.3313650911194	863.489174134939	81.8913748244341	0.47848982168028	0.761839450038532	0.0606113844089272	0.52151017831972	-0.830335379016834	-0.0903869020986309	140.735931014092	224.076206904309	17.8273376534708	153.389303499527	-244.222588078281	-26.5850687767193	0.18935917041607	0.179558500226736	6.58633014946238	3.76362595792175	371.960569563137	170.372570226069	0.685852554958582	0.314147445041418	14.287242	26.490758
nitrogen	1.6989126816012	47.58	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2.2
