nSmallRings	nAromRings	nRingBlocks	nAromBlocks	nRings3	nRings4	nRings5	nRings6	nRings7	nRings8	nRings9	tpsaEfficiency	Zagreb	WPATH	WPOL	VAdjMat	VABC	TopoPSA	topoShape	geomShape	PetitjeanNumber	MDEC.11	MDEC.12	MDEC.13	MDEC.14	MDEC.22	MDEC.23	MDEC.24	MDEC.33	MDEC.34	MDEC.44	MDEO.11	MDEO.12	MDEO.22	MDEN.11	MDEN.12	MDEN.13	MDEN.22	MDEN.23	MDEN.33	khs.sLi	khs.ssBe	khs.ssssBe	khs.ssBH	khs.sssB	khs.ssssB	khs.sCH3	khs.dCH2	khs.ssCH2	khs.tCH	khs.dsCH	khs.aaCH	khs.sssCH	khs.ddC	khs.tsC	khs.dssC	khs.aasC	khs.aaaC	khs.ssssC	khs.sNH3	khs.sNH2	khs.ssNH2	khs.dNH	khs.ssNH	khs.aaNH	khs.tN	khs.sssNH	khs.dsN	khs.aaN	khs.sssN	khs.ddsN	khs.aasN	khs.ssssN	khs.sOH	khs.dO	khs.ssO	khs.aaO	khs.sF	khs.sSiH3	khs.ssSiH2	khs.sssSiH	khs.ssssSi	khs.sPH2	khs.ssPH	khs.sssP	khs.dsssP	khs.sssssP	khs.sSH	khs.dS	khs.ssS	khs.aaS	khs.dssS	khs.ddssS	khs.sCl	khs.sGeH3	khs.ssGeH2	khs.sssGeH	khs.ssssGe	khs.sAsH2	khs.ssAsH	khs.sssAs	khs.sssdAs	khs.sssssAs	khs.sSeH	khs.dSe	khs.ssSe	khs.aaSe	khs.dssSe	khs.ddssSe	khs.sBr	khs.sSnH3	khs.ssSnH2	khs.sssSnH	khs.ssssSn	khs.sI	khs.sPbH3	khs.ssPbH2	khs.sssPbH	khs.ssssPb	Kier1	Kier2	Kier3	HybRatio	fragC	FMF	ECCEN	SCH.3	SCH.4	SCH.5	SCH.6	SCH.7	VCH.3	VCH.4	VCH.5	VCH.6	VCH.7	C1SP1	C2SP1	C1SP2	C2SP2	C3SP2	C1SP3	C2SP3	C3SP3	C4SP3	ATSp1	ATSp2	ATSp3	ATSp4	ATSp5	ATSm1	ATSm2	ATSm3	ATSm4	ATSm5	ATSc1	ATSc2	ATSc3	ATSc4	ATSc5
pyrethrins	4	0	4	0	2	0	2	0	0	0	0	0.161394061191735	262	648000002885	72	6.7279204545632	747.462272004754	113.04	999.000999000999	0.790404298189585	0.999000000999	0	0	0	0.000417736201111361	0	0	0.00030785203627343	0	0.000630840090469726	1.000000001e-09	1.80185847860264e-05	0.000450302830592622	1.56827387676965e-06	0	0	0	0	0	0	0	0	0	0	0	0	10	2	4	0	8	0	6	0	0	11	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.3898184407262	19.7320841551611	11.52	0.511627906976744	9331.08	0.186915887850467	-1374182506	0.333333333333333	1.09481901679206	1.14952230400241	2.37073916705147	3.14103633307712	0.333333333333333	1.02578342306321	0.916520630273987	1.24898737717753	1.33567491671164	0	0	5	10	6	9	6	4	2	3291.72240616657	3848.13155656315	5018.27909055224	4734.85577460099	4432.83904132207	57.1957522843276	56.6530117484582	78.9726947864787	80.9664833825792	79.5191455222634	1.07552094216963	-0.581509744381466	0.219867012340405	-0.305418056493913	0.276121174189496
pyridostigmine	1	1	1	1	0	0	0	1	0	0	0	0.184541269766863	60	262	15	4.70043971814109	171.310229997456	33.42	0.75	0.670180647568652	0.428571428571429	0.650697636830499	2.72612810250965	1.91031965841951	0	3.53277552900144	3.34127343291683	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0.2	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0769230769231	5.0242214532872	3.7037037037037	0.333333333333333	520.04	0.230769230769231	144	0	0	0	0.0833333333333333	0.142258898432212	0	0	0	0.0392837100659193	0.0553212175434089	0	0	2	3	0	0	0	0	0	603.18235156543	650.742695822754	807.531910114746	690.895331669434	502.525382443359	15.2688986736349	14.9933675304804	19.8779400503002	17.8783773262229	12.8269137080716	0.459102988969014	-0.395115186375157	0.24307176003726	-0.0101965768752974	-0.1872510377731
pyridoxal	1	1	1	1	0	0	0	1	0	0	0	0.421529633456121	56	186	18	4.58496250072116	150.489482513584	70.42	1	0.729340844793521	0.5	0	0.766309432393553	1.80720400721969	0	1.14471424255333	6.08555373497016	0	3.96540645650019	0	0	0.646330407009565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0833333333333	4.296875	2.04081632653061	0.25	309.04	0.285714285714286	106	0	0	0	0.0555555555555556	0.18967853124295	0	0	0	0.0161374306091976	0.044082145495008	0	0	2	2	2	2	0	0	0	567.690437104981	640.261149756836	846.403136280274	813.990022577637	467.216488556641	14.6833874078993	13.3286397977586	17.8269137080716	21.2104693033555	16.818756405716	0.37136454841273	-0.127971662617154	-0.00285977674075526	-0.022000456156562	-0.170875754842069
pyridoxine	1	1	1	1	0	0	0	1	0	0	0	0.43519433191107	56	186	18	4.58496250072116	153.125941214384	73.58	1	0.736608402655673	0.5	0	0.766309432393553	1.80720400721969	0	1.14471424255333	6.08555373497016	0	3.96540645650019	0	0	0.646330407009565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0833333333333	4.296875	2.04081632653061	0.375	397.04	0.260869565217391	106	0	0	0	0.0555555555555556	0.18967853124295	0	0	0	0.0161374306091976	0.0461760822034498	0	0	1	2	2	3	0	0	0	582.682579352051	655.273350003906	865.935949880371	840.674156163574	490.753347928223	14.6833874078993	13.3286397977586	17.8269137080716	21.2104693033555	16.818756405716	0.320661685711647	-0.121840316172484	-0.00231087124560886	-0.000888049009279703	-0.145654154898408
pyrilamine	2	2	2	2	0	0	0	2	0	0	0	0.257231475332009	130	168000000910	32	5.85798099512757	387.028962963308	103.2	999.000999000999	0.947927423644734	0.999000000999	0.481411136635372	0.357381887510811	0.00133363430473175	0	0	0.00485195736424776	0	2.39358303919041e-05	0	0	1.62865056995694	4.000000004e-09	0	0	0	0	0	0.632455532033676	0.333333333333333	0	0	0	0	0	0	3	0	3	0	2	8	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.0344827586207	15.75	13.1080332409972	0.285714285714286	2324.08	0.25	-2129542202	0	0	0	0.185395405949299	0.176776695296637	0	0	0	0.0526229775277754	0.0420931964347336	0	0	4	10	1	3	0	0	0	1491.06840620742	1632.21746321401	2036.76798344617	1942.43894015141	1709.89186376157	33.9522860815342	32.322007328239	40.8985618342364	35.515805696335	31.1560972842868	0.797119683775547	-0.473792656999706	0.124515540824565	0.095836237189081	-0.36418431450377
pyrimethamine	2	2	2	2	0	0	0	2	0	0	0	0.313685498378603	86	498	26	5.16992500144231	212.9747132079	77.82	0.8	0.789027548490144	0.444444444444444	0	1.28268939012101	1.60908766759041	0	3.83851949637378	11.4566265092457	0	6.05788778715371	0	0	0	0	0	0.25	1.68179283050743	0	0.5	0	0	0	0	0	0	0	0	1	0	1	0	0	4	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.4320987654321	5.76	3.0625	0.166666666666667	689.05	0.4	241	0	0	0	0.138888888888889	0.313915691897812	0	0	0	0.0402777777777778	0.074908519800897	0	0	1	6	2	1	1	0	0	1145.15897372017	1320.36743957645	1811.4943171333	1836.04502226282	1518.69333292462	26.1528711129547	20.9488622385208	31.0081902167039	31.5653606106807	28.3335505737955	0.211856186877362	-0.165859401407886	0.11343210519549	-0.0554113542580355	0.017529691669019
pyroglutamate	1	0	1	0	0	0	1	0	0	0	0	0.514558785693163	42	87	8	4.16992500144231	114.774446037583	66.4	0.666666666666667	0.746211309779248	0.4	0	0	0	0	1	3.53277552900144	0	1.65096362444731	0	0	0.814325284978472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.11111111111111	2.72222222222222	1.70414201183432	0.6	184.04	0.3125	68	0	0	0.117851130197758	0.185892511941735	0.204124145231932	0	0	0.0721687836487032	0.0655471743737911	0.0456002131586371	0	0	2	0	0	0	3	0	0	331.245612790039	366.062905521484	462.768067873047	256.436129113281	134.55422553125	11.6833874078993	10.3286397977586	14.8227523635466	10.4352911026635	6.66045988566283	0.379882260412476	-0.169607574388373	-0.00545217356025433	0.0874124219227668	-0.215981937201864
quazepam	3	2	2	2	0	0	0	2	1	0	0	0.123540658193933	134	1335	44	5.75488750216347	302.610999277326	47.69	1	0.76405470564781	0.5	0	0	0	0	9.20717915148084	20.3896932313251	1.83870196895617	8.4793722168739	1.51307004516569	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	2	0	0	7	0	0	0	2	5	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.7530864197531	7.935	4.6464	0.176470588235294	844.08	0.472222222222222	404	0	0	0	0.15137471507731	0.278054657641618	0	0	0	0.0518340389940122	0.0744515559884487	0	0	1	11	2	3	0	0	0	1930.56840570638	2313.90730297368	3343.21576345189	3958.94631214724	3590.70247464906	45.5688401050223	33.7796059559939	56.2651132614682	59.1591237848227	62.2448857407869	0.544216741035512	-0.272377314652269	-0.139522069619356	0.207651391694205	-0.000688458516394729
quercetin	3	3	2	2	0	0	0	3	0	0	0	0.410431743477246	120	22000000964	40	5.58496250072116	266.913454685289	127.45	999.000999000999	0.915289024635443	0.999000000999	0	0	0	0	2.60102270204339	15.9185341240238	0	15.1241433338169	0	0	2.46636671578064	1.41714461162103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.3263888888889	7.48611111111111	3.66513952519783	0	790.08	0.457142857142857	755359696	0	0	0	0.168957858462184	0.533011447054058	0	0	0	0.0576473536265635	0.10213767530591	0	0	0	13	2	0	0	0	0	1351.01059020172	1625.81048466214	2378.13949160931	2519.41232408957	2085.3286232507	29.1957522843276	26.6567358170605	41.313471634121	48.6331546721416	44.1858168118258	0.571016191842417	-0.105314758128256	-0.173701702073714	-0.139221529640313	0.193460174906689
quetiapine	4	3	2	1	0	0	0	3	1	0	0	0.192083473778671	140	1956	45	5.90689059560852	351.170848218424	73.6	0.875	0.871688861311653	0.466666666666667	0	0	0	0	23.6082060144878	19.6033067629145	0	5.23410582862891	0	0	0	0.333333333333333	0	0	0	0	0	0.632455532033676	0.333333333333333	0	0	0	0	0	0	0	0	8	0	0	8	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.28	10.15625	5.1358024691358	0.380952380952381	2323.06	0.403846153846154	691	0	0	0	0.25	0.331927305260453	0	0	0	0.105555555555556	0.154708209567192	0	0	1	11	1	8	0	0	0	2236.11350734114	2651.9063244203	3714.18245568858	4266.74859171518	3674.47618254889	35.7566320133613	35.6653018059472	49.5310344495101	58.6459296262951	49.4434848096911	0.534191366915155	-0.285358271411501	-0.169599176406207	0.320769410652355	-0.156876957119272
quinacrine	3	3	1	1	0	0	0	3	0	0	0	0.073721037830469	142	118000002007	45	5.90689059560852	457.359516928419	37.39	999.000999000999	0.869432330583859	0.999000000999	0.748650507326009	7.56095514279279	4.98244074544875	0	11.1378709744116	22.1656449979791	0	10.2860036417031	0	0	0	0	0	0	0	0	0.25	0.298142396999972	0	0	0	0	0	0	0	4	0	5	0	0	6	1	0	0	0	3	4	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.1688888888889	16.5972635336109	8.95061728395062	0.434782608695652	3364.09	0.205882352941176	-129542204	0	0	0	0.181443684650606	0.451321443948118	0	0	0	0.0620879472918425	0.121933572805892	0	0	0	11	2	6	3	0	0	2089.77227450322	2411.71924740329	3361.61152023519	3632.22478372597	3321.26431125794	58.5421977339986	33.7792281259663	47.3957264981262	51.3957264981262	48.7476919510285	0.392306494592795	-0.194768199896995	-0.00938780088772843	-0.0613225282400312	-0.00682402456318019
quinagolide	3	1	1	1	0	0	0	3	0	0	0	0.205604786002904	142	1800	47	5.85798099512757	376.467383797119	81.26	1	0.894481232254735	0.5	0.407162642489236	5.53449394109451	2.53310735712512	0	12.2606341436802	20.1337547920291	0	6.23897999180166	0	0	0.550321208149104	0	0	0	0	0	0	0.816496580927726	0.2	0	0	0	0	0	0	3	0	8	0	0	3	3	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.7027348394768	9.21201814058957	4.77551020408163	0.7	3142.07	0.233333333333333	527	0	0	0	0.179152492855088	0.464118716914389	0	0	0	0.108756076174095	0.250568921919417	0	0	0	4	2	7	6	1	0	2290.47956560786	2703.74967532733	3917.00259742527	4208.84203885644	3832.27826464338	36.5311010489023	39.668893021564	52.3512907584515	58.357404379125	53.9318896226573	0.37765281101448	-0.294076517077216	0.198056669806259	-0.0423574580295189	-0.140445776902645
quinapril	3	2	2	2	0	0	0	3	0	0	0	0.218933392627597	160	3064	50	6.08746284125034	424.303223857008	95.94	0.875	0.696277946746943	0.466666666666667	0.142857142857143	4.00024694712729	3.64717907639412	0	16.4413135206775	25.0756978638887	0	9.52247600251736	0	0	1.11485111220357	0.716379954549028	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	2	0	5	0	0	9	3	0	0	3	3	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.6020761245675	13.1852551984877	7.49784544671072	0.4	3104.07	0.354838709677419	787	0	0	0	0.240950961504855	0.332737363888258	0	0	0	0.0921276539511521	0.131506831490637	0	0	3	9	3	4	6	0	0	2094.02625474826	2420.64625204521	3289.36487016647	3509.13444000215	3244.24748418206	36.5923057802577	36.8234615286976	51.4244069963875	56.4487518363918	54.1446531892516	0.760885796290885	-0.414374723981677	-0.0791413459315026	0.407114422634865	-0.353250870270634
quinate	3	2	3	2	0	0	0	3	0	0	0	0.368054814785719	198	5566	62	6.35755200461808	493.160342194736	200.28	0.9	0.75781981748751	0.473684210526316	0	1.54098184618331	1.33645601681143	0.25	12.617291170884	29.0114708611728	2.52744589558455	11.5262928243569	2.52451743330087	0	4.02449387312161	4.45991680170314	0.66943295008217	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	4	6	3	0	0	3	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.5014872099941	15.4643281807372	9.76949018051974	0.296296296296296	3279.12	0.388059701492537	1159	0	0	0	0.184195285920423	0.560434776227539	0	0	0	0.0962250448649376	0.177184045642319	0	0	3	14	2	2	5	1	0	2244.62357169247	2591.44165322322	3553.42473111853	3681.89995990919	3300.53462778076	48.2936284264914	45.9813796569885	68.2936145578044	75.6132975958249	67.9540744434672	1.25359405764179	-0.550081334839057	-0.0946395526703705	0.205891738750046	-0.420031732545018
quinidine	5	2	2	1	0	0	0	5	0	0	0	0.140630108884951	132	1286	42	5.75488750216347	307.005538027591	45.59	1	0.78415916444561	0.5	0.0833333333333333	3.44941204001472	2.91310360288438	0	10.367266822184	24.1636559817911	0	9.59543352052827	0	0	0	0.166666666666667	0	0	0	0	0	0.166666666666667	0	0	0	0	0	0	0	1	1	4	0	1	5	4	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.4156378600823	7.31886916502301	3.24107142857143	0.45	2049.04	0.395833333333333	483	0	0	0	0.327721082531464	0.683132352509615	0	0	0	0.191132564658872	0.371682391000834	0	0	2	7	2	2	4	2	0	1810.56578571216	2190.82277873113	3201.69639056274	3281.63089409649	2673.10227382991	26.2688986736349	28.8271855972999	41.4916414407934	45.2110130818121	39.4876454829627	0.406713803596829	-0.203343514463787	-0.0563493483828799	0.127232488296274	-0.122741617846594
quinine	5	2	2	1	0	0	0	5	0	0	0	0.140630108884951	132	1286	42	5.75488750216347	307.005538027591	45.59	1	0.890339038694456	0.5	0.0833333333333333	3.44941204001472	2.91310360288438	0	10.367266822184	24.1636559817911	0	9.59543352052827	0	0	0	0.166666666666667	0	0	0	0	0	0.166666666666667	0	0	0	0	0	0	0	1	1	4	0	1	5	4	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.4156378600823	7.31886916502301	3.24107142857143	0.45	2049.04	0.395833333333333	483	0	0	0	0.327721082531464	0.683132352509615	0	0	0	0.191132564658872	0.371682391000834	0	0	2	7	2	2	4	2	0	1810.56578571216	2190.82277873113	3201.69639056274	3281.63089409649	2673.10227382991	26.2688986736349	28.8271855972999	41.4916414407934	45.2110130818121	39.4876454829627	0.406713803596829	-0.203343514463787	-0.0563493483828799	0.127232488296274	-0.122741617846594
quinupristin	8	3	5	3	0	0	1	7	0	0	0	0.251107919383431	390	23970	131	7.32192809488736	954.254309288443	256.5	0.833333333333333	0.890855805362535	0.454545454545455	1.04419688003056	12.4360035140834	13.9405939368674	0	0	0	0	0	0	0	4.34090896436133	1.58115763899842	0	0	0	0	1.14772275050062	2.10793042006448	1.37539853107329	0	0	0	0	0	0	5	0	13	0	0	12	10	0	0	8	5	0	0	0	0	0	0	3	0	0	0	0	1	5	0	0	0	1	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.13	27.4443856332703	14.4970414201183	0.528301886792453	16353.2	0.407142857142857	2682	0	0	0.117851130197758	0.67978315514743	1.10604591973934	0	0	0.0912870929175277	0.379883237196614	0.617734684601392	0	0	8	15	2	8	15	2	0	5871.21440652	6988.04882609163	9925.76374313364	11057.4314155779	11517.607244551	90.1122661053478	90.8147666207144	133.406976040508	158.282394182808	169.490034145692	1.94347942874004	-0.939795881102049	-0.177488797719906	0.794770572913873	-1.10150577727626
rabeprazole	3	3	2	2	0	0	1	2	0	0	0	0.231364453326043	126	1695	36	5.75488750216347	309.529579742185	83.09	0.875	0.884485852662282	0.466666666666667	0.125	3.14172769392013	2.22302416753552	0	8.78484915635889	14.0547754667824	0	4.87205972948887	0	0	0	0.258198889747161	0.25	0	0	0	0.814325284978472	0	0	0	0	0	0	0	0	2	0	4	0	0	6	0	0	0	0	4	2	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.7530864197531	9.7962962962963	5.25848800362155	0.333333333333333	1704.07	0.369565217391304	609	0	0	0.0962250448649376	0.34301303412082	0.599861809857393	0	0	0.0279508497187474	0.118215009560776	0.16727404913314	0	0	1	9	1	4	1	0	0	1740.77109396127	2010.49723356318	2744.91971496281	2655.35050093102	2284.24116474798	34.5311010489023	35.2214293683711	45.4125014429323	47.5517414070533	43.3895958268716	0.616382590660081	-0.277104031696267	-0.0780108740252903	-0.106355290539953	0.230827645142747
racecadotril	2	2	2	2	0	0	0	2	0	0	0	0.253859181970077	126	2202	33	5.8073549220576	366.197781203213	97.77	0.875	0.813640302774232	0.466666666666667	0	1.6491405547895	1.2809748329997	0	17.1495095151994	17.6563218846773	0	3.59088518824575	0	0	0.464158883361278	0.66943295008217	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	10	1	0	0	3	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.280612244898	13.265306122449	9.84615384615385	0.285714285714286	1899.06	0.4	661	0	0	0	0.204124145231932	0.144337567297406	0	0	0	0.0641500299099584	0.0453609211626514	0	0	3	10	2	4	1	1	0	1665.52967467289	1827.19164340147	2242.30692983544	2176.62339764569	1990.709333847	36.5856094818903	33.3323941611297	44.2167242453895	40.103501309528	39.3287396106488	0.61114264481515	-0.313956458335734	0.0464694893057245	0.0322090013470017	-0.112913633696282
racepinephrine	1	1	1	1	0	0	0	1	0	0	0	0.397182704696453	60	256	17	4.70043971814109	170.42192584025	72.72	1	0.789020233235892	0.5	0	0.961124565653902	0.844213625274905	0	2.44948974278318	8.54013680987773	0	2.94168275343288	0	0	0.66943295008217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	1	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0769230769231	5.0242214532872	3	0.333333333333333	520.04	0.230769230769231	153	0	0	0	0.0680413817439772	0.175366473553874	0	0	0	0.0240562612162344	0.0354054630344856	0	0	0	5	1	1	1	0	0	635.390533973114	699.983158992249	888.133784605713	821.278557489166	548.291457481018	15.6833874078993	14.3286397977586	19.1587337959758	20.4866644285834	14.3249157291563	0.278699520623958	-0.0902954836216847	-0.108751649031383	0.122581929028312	-0.0536720966377717
radium	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	NA	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	NA	NA	NA	NA	NA
raloxifene	5	4	4	3	0	0	1	4	0	0	0	0.213960379290185	178	3435	53	6.20945336562895	405.831395454413	98.24	0.888888888888889	0.813456882476198	0.470588235294118	0	0	0	0	23.2744180336201	33.582418152935	0	13.7491813252663	0	0	0.363964125480388	0.324249658624014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	11	0	0	0	1	7	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.6837107377648	11.3727810650888	5.87755102040816	0.222222222222222	2788.06	0.517241379310345	960	0	0	0.0785674201318386	0.538603074463024	0.866922067255456	0	0	0.0765465544619743	0.323603660386292	0.419300429534817	0	0	0	17	4	2	3	0	0	2657.30996682615	3193.40418026577	4591.94102904184	4652.1780659234	4314.31007058826	42.5856094818903	42.4985760943101	62.2217020986999	65.6663936147166	64.445223359203	0.476469809767801	-0.26029639861691	0.0863766053796318	-0.0713056128537504	0.0384471881811618
raltegravir	3	3	3	3	0	0	1	2	0	0	0	0.342762648854129	168	3111	52	6.08746284125034	385.241441709847	150.02	0.888888888888889	0.90207023724138	0.470588235294118	1.22054320077224	2.00360240839706	7.85997950590617	1.94196708682929	4.88359341930587	9.47362723481975	0.631548569379332	9.77694894447462	2.83101272405868	0	1.09625866634832	0.602401335739897	0	0	0	0	2.29664208819304	1.19921180574889	0	0	0	0	0	0	0	4	0	1	0	0	4	0	0	0	2	7	0	1	0	0	0	0	2	0	0	0	0	3	0	0	1	0	1	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.6020761245675	11.16	6.57596371882086	0.3	2033.12	0.433962264150943	853	0	0	0.117851130197758	0.31458676643772	0.511406548465862	0	0	0.0204124145231932	0.0708963995625675	0.0853101193057141	0	0	6	7	1	4	0	1	0	1982.07895891613	2325.85742468857	3310.60991351755	3415.93278330868	3167.34761672356	39.5342711244063	38.7623185405819	59.1082313472945	63.2385645226645	58.522088096479	1.00791279323852	-0.471207526618832	-0.191980350870365	0.346936660365909	-0.357785130973943
