nSmallRings	nAromRings	nRingBlocks	nAromBlocks	nRings3	nRings4	nRings5	nRings6	nRings7	nRings8	nRings9	tpsaEfficiency	Zagreb	WPATH	WPOL	VAdjMat	VABC	TopoPSA	topoShape	geomShape	PetitjeanNumber	MDEC.11	MDEC.12	MDEC.13	MDEC.14	MDEC.22	MDEC.23	MDEC.24	MDEC.33	MDEC.34	MDEC.44	MDEO.11	MDEO.12	MDEO.22	MDEN.11	MDEN.12	MDEN.13	MDEN.22	MDEN.23	MDEN.33	khs.sLi	khs.ssBe	khs.ssssBe	khs.ssBH	khs.sssB	khs.ssssB	khs.sCH3	khs.dCH2	khs.ssCH2	khs.tCH	khs.dsCH	khs.aaCH	khs.sssCH	khs.ddC	khs.tsC	khs.dssC	khs.aasC	khs.aaaC	khs.ssssC	khs.sNH3	khs.sNH2	khs.ssNH2	khs.dNH	khs.ssNH	khs.aaNH	khs.tN	khs.sssNH	khs.dsN	khs.aaN	khs.sssN	khs.ddsN	khs.aasN	khs.ssssN	khs.sOH	khs.dO	khs.ssO	khs.aaO	khs.sF	khs.sSiH3	khs.ssSiH2	khs.sssSiH	khs.ssssSi	khs.sPH2	khs.ssPH	khs.sssP	khs.dsssP	khs.sssssP	khs.sSH	khs.dS	khs.ssS	khs.aaS	khs.dssS	khs.ddssS	khs.sCl	khs.sGeH3	khs.ssGeH2	khs.sssGeH	khs.ssssGe	khs.sAsH2	khs.ssAsH	khs.sssAs	khs.sssdAs	khs.sssssAs	khs.sSeH	khs.dSe	khs.ssSe	khs.aaSe	khs.dssSe	khs.ddssSe	khs.sBr	khs.sSnH3	khs.ssSnH2	khs.sssSnH	khs.ssssSn	khs.sI	khs.sPbH3	khs.ssPbH2	khs.sssPbH	khs.ssssPb	Kier1	Kier2	Kier3	HybRatio	fragC	FMF	ECCEN	SCH.3	SCH.4	SCH.5	SCH.6	SCH.7	VCH.3	VCH.4	VCH.5	VCH.6	VCH.7	C1SP1	C2SP1	C1SP2	C2SP2	C3SP2	C1SP3	C2SP3	C3SP3	C4SP3	ATSp1	ATSp2	ATSp3	ATSp4	ATSp5	ATSm1	ATSm2	ATSm3	ATSm4	ATSm5	ATSc1	ATSc2	ATSc3	ATSc4	ATSc5
raltitrexed	3	3	2	2	0	0	1	2	0	0	0	0.39493501320133	164	3432	48	6.08746284125034	401.775597827235	176.64	1	0.691828498498608	0.5	0.111111111111111	2.68325224815338	3.73313793247076	0	6.02825092071412	19.2318108309098	0	10.4910266446196	0	0	2.18664663174516	0	0	0	0	0	0.481411136635372	0.531329284591306	0	0	0	0	0	0	0	2	0	3	0	0	5	1	0	0	3	4	2	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.6020761245675	12.109375	7.49784544671072	0.285714285714286	2144.11	0.314814814814815	925	0	0	0.117851130197758	0.259679700787487	0.596778804592618	0	0	0.102062072615966	0.134706268842355	0.223973937822011	0	0	6	7	2	2	3	0	0	2230.39204170904	2604.09899335247	3593.17322179837	3484.93391766398	3237.65120496498	44.2144884568016	40.8277596705254	61.7930236457725	61.9331773850916	55.7058651075199	0.909444642512093	-0.490979284888374	0.106193167355795	0.105566988141542	-0.25432651023132
ramelteon	3	1	1	1	0	0	2	1	0	0	0	0.147902492092997	100	735	27	5.39231742277876	255.354215418356	38.33	1	0.906435914889199	0.5	0	1.51762472600772	0.993957058434882	0	9.73394783465028	18.755545238437	0	6.10058838891113	0	0	0	0.111111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	2	1	0	0	1	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.9591836734694	6.18549346016647	2.88	0.5625	1422.03	0.3	337	0	0	0.214076175062696	0.398568589676376	0.629795365266067	0	0	0.123199819956686	0.204593728835765	0.288736974081501	0	0	1	3	3	3	5	1	0	1252.162294511	1482.05433592744	2098.80389081298	1891.47587909379	1618.46402896392	20.9089183723584	22.3286397977586	31.2141933719578	28.6607317748912	25.3286397977586	0.319434672957416	-0.161235908391152	0.015227931917669	-0.013283753646881	0.014209538047287
ramipril	3	1	2	1	0	0	2	1	0	0	0	0.230496940042408	152	2546	45	6	408.520630707675	95.94	0.857142857142857	0.883949257946465	0.461538461538462	0.142857142857143	3.60525228694955	3.77208622718258	0	12.9700955015895	21.8209693848748	0	10.2767979528537	0	0	1.11485111220357	0.716379954549028	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	2	0	7	0	0	5	5	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.638671875	11.7438016528926	6.29250891795482	0.608695652173913	3226.07	0.32258064516129	663	0	0	0.196418550329597	0.45526974112969	0.681573482239001	0	0	0.178709192142776	0.315037334485191	0.413431717754157	0	0	3	5	1	3	10	1	0	1954.97247332646	2284.95241425426	3167.72122385614	3109.05021187783	2964.88143854904	34.5923057802577	34.8234615286976	49.5905889295679	51.4487518363918	51.1443813000232	0.7524147646716	-0.408134604008866	-0.0957028082117892	0.424683822832868	-0.331339385609182
ranolazine	3	2	3	2	0	0	0	3	0	0	0	0.173833827927263	154	3410	45	6.04439411935845	414.486690140347	74.27	1	0.978124556205795	0.5	0.285848100112719	5.35541659306236	3.73757230707067	0	15.9910045456526	17.8256069890378	0	3.97109718654339	0	0	0.111111111111111	0.575116764003528	0.333333333333333	0	0	0	0	0.471404520791032	0.333333333333333	0	0	0	0	0	0	3	0	7	0	0	7	1	0	0	1	5	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.6198347107438	13.0320247933884	8.06584362139918	0.458333333333333	3426.07	0.390625	929	0	0	0	0.234708048410644	0.419897546315939	0	0	0	0.101834038994012	0.153531791740566	0	0	1	10	2	9	1	0	0	1908.62165190218	2156.83422350352	2830.40992543528	2790.14414466956	2353.16950657994	35.1778170459932	36.322007328239	48.7058348127511	51.1992833964657	45.2035649446075	0.764006800041572	-0.380599892012987	-0.311326140701953	0.511949992020572	-0.0737478531991971
rapacuronium	6	0	3	0	0	0	1	5	0	0	0	0.0825569629458944	242	43000005871	86	6.58496250072116	651.454266447611	55.84	999.000999000999	0.897719309856658	0.999000000999	1.09791412045291	14.480656703079	8.97519357642844	2.20714185590167	33.1018094059581	39.8459572816263	8.90459693155333	11.4021130035958	6.83087365661889	0.25	0.0714285714285714	0.816496580927726	0.1	0	0	0	0	0	0	0	0	0	0	0	0	4	1	19	0	1	0	8	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.3107638888889	14.2338149746669	6.43681025275899	0.891891891891892	9989.07	0.276190476190476	1510719392	0	0	0.0680413817439772	0.572358815108513	1.20139193748893	0	0	0.0680413817439772	0.579722423254228	1.21182430142878	0	0	3	1	0	9	18	4	2	4072.277993092	5062.58955632184	7988.27478335888	9254.8947312186	9201.13176314917	91.0759275360322	51.1558253950585	78.7013112867664	91.591116497722	95.6466511681669	0.73882486199488	-0.445467116699016	0.00978709473020448	0.215660267570824	-0.265967364676502
rasagiline	2	1	1	1	0	0	1	1	0	0	0	0.0703077882155249	64	251	16	4.8073549220576	178.309823513767	12.03	1	0.780367107260692	0.5	0	1.81715266777479	0.60822019955734	0	9.33777520191403	10.742874792194	0	2.3811015779523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	4	1	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.55102040816327	4.48148148148148	2.08333333333333	0.4	573.01	0.346153846153846	167	0	0	0.0962250448649376	0.287457478565265	0.395713222126161	0	0	0.0721687836487032	0.147195502935463	0.175030330979811	1	1	0	4	2	1	3	0	0	787.772206295258	903.055048263398	1207.36060693982	999.385494992493	682.136844015381	13.3599803012765	14.3323638663609	18.4985457995413	16.6647277327218	12.3323638663609	0.0828269439772455	-0.0595035957019982	0.0211007433418252	-0.00111968009743362	-0.00127972434958633
reboxetine	3	2	3	2	0	0	0	3	0	0	0	0.12683296562494	114	1166	33	5.64385618977472	299.859478594918	39.72	1	0.847394603353391	0.5	0	2.07863418150043	0.976032522401787	0	17.0521728699397	18.9863698536532	0	4.74510280626355	0	0	0	0	0.7937005259841	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	9	2	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.8112	9.474609375	4.98866213151927	0.368421052631579	1798.04	0.434782608695652	393	0	0	0	0.287457478565265	0.235702260395516	0	0	0	0.101519459399424	0.0652552403160787	0	0	0	11	1	5	2	0	0	1430.72692417028	1640.50670554466	2175.51052798365	2268.25374675657	2140.2542105223	25.6833874078993	27.3249157291563	35.6532836376865	37.9253174183895	36.0405633015727	0.544396510260768	-0.252040659203928	-0.267821926824258	0.336915889350458	-0.0566058127733829
regadenoson	4	3	3	2	0	0	3	1	0	0	0	0.456841197764651	154	28000002000	48	5.95419631038688	316.687082949502	186.46	999.000999000999	0.824348532639859	0.999000000999	0	0.592303307202325	1.40718754929132	0	1.03570470797225	9.80687287891259	0	12.125525627078	0	0	0.876408325936431	0.98677707265638	0	0	1.2662392102803	0.5	2.45455559589115	3.38121668903121	0.25	0	0	0	0	0	0	1	0	1	0	0	3	4	0	0	1	3	2	0	0	1	0	0	1	0	0	0	0	4	0	0	2	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.6586888657648	9.64650283553875	4.34527089072544	0.4	1789.14	0.387755102040816	1870457794	0	0	0.292643595194534	0.628842128880482	1.15307118951156	0	0	0.107561767955466	0.182776778117096	0.228726332429567	0	0	5	1	1	2	3	0	0	1734.31494093762	2106.20093282591	3119.95413265788	3032.46068724593	2858.42401644876	36.5266566234575	35.8452611617785	54.415997927331	59.5975237702343	55.2145561239505	1.04606936755418	-0.50376591384587	-0.012729728774456	-0.0978251539314077	0.18193363974537
regorafenib	3	3	3	3	0	0	0	3	0	0	0	0.191566954689031	170	3824	51	6.12928301694497	382.840738138811	92.35	1	0.889209565636056	0.5	0	1.05042255723742	1.277514979061	0.0588235294117647	7.04600824408059	20.138751935742	1.29896651301864	8.8704577163069	1.72714586726701	0	0.0833333333333333	0.338061701891407	0	0	0	0	0.931801278247267	0	0	0	0	0	0	0	0	1	0	0	0	0	9	0	0	0	2	8	0	1	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	2	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.585306122449	12.3008	8	0.0952380952380952	1444.12	0.458333333333333	971	0	0	0	0.219416096821288	0.421479109188697	0	0	0	0.0696290965780656	0.101817359397874	0	0	2	15	1	1	0	0	0	1829.94965258148	2111.96724103169	2867.24038280577	2870.24968570203	2517.03579015518	50.4844547757481	41.9367344595125	66.3288796972126	67.2538752105971	71.5923520844821	0.954653665044589	-0.53388313025048	0.117064426537416	-0.0745934268919606	-0.150061637833332
remifentanil	2	1	2	1	0	0	0	2	0	0	0	0.202419021880371	132	1822	45	5.8073549220576	368.989135530874	76.15	0.857142857142857	0.857196156135838	0.461538461538462	0.308009371801115	5.77498201923054	2.34406236355947	0.655185348552224	17.116700471497	12.649678639536	4.3925758331972	1.33986023217563	1.80720400721969	0	0.391486764116886	1.19279391421822	0.111111111111111	0	0	0	0	0	0.25	0	0	0	0	0	0	3	0	7	0	0	5	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.280612244898	11.2534626038781	5.75778546712803	0.55	2434.07	0.236363636363636	550	0	0	0	0.174230856264669	0.193289934740195	0	0	0	0.087976714392474	0.106823703234583	0	0	3	6	0	4	4	1	0	1795.54177770139	2103.47315997851	2974.05977245781	3396.20704611334	3326.19984611078	31.5923057802577	31.3217354390106	43.2584969524353	50.9232084748545	54.2826449976744	0.840550948914691	-0.507377131345158	0.137699401428114	-0.0400222369382639	-0.0713486797241679
remoxipride	2	1	2	1	0	0	1	1	0	0	0	0.13726420375252	108	1080	34	5.52356195605701	306.781280005451	50.8	1	0.881544120596961	0.5	0.355689330449006	3.75257322192879	4.03401866418655	0	5.58078563253702	11.0478664391036	0	6.53404707780936	0	0	0	0.5	0.25	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	3	0	5	0	0	2	1	0	0	1	4	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	18.3402646502836	8.74089490114464	4.30839002267574	0.5625	1654.06	0.311111111111111	372	0	0	0.117851130197758	0.222222222222222	0.367382454173465	0	0	0.0912870929175277	0.149932778206914	0.210810996635859	0	0	1	5	1	4	3	0	0	1502.39369197604	1724.91784946438	2340.16025067801	2356.84525220725	2049.23044925422	68.3014585004912	31.1440450127096	45.5163640041013	57.0146804255575	56.0459081689353	0.598040906979506	-0.309296081441149	-0.00149015997035027	-0.155768839267507	0.312243140823609
repaglinide	3	2	3	2	0	0	0	3	0	0	0	0.174387942244515	164	3368	50	6.12928301694497	452.741425108981	78.87	0.875	0.793247869062492	0.466666666666667	0.454280148208035	6.20180887315161	4.90692966081974	0	20.5156063498087	28.0336168477757	0	9.0858485577297	0	0	0.595275394488075	0.655185348552224	0	0	0	0	0	0.25	0	0	0	0	0	0	0	3	0	8	0	0	7	2	0	0	2	5	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.585306122449	13.921231326392	8.2734846308532	0.481481481481481	3985.06	0.318840579710145	818	0	0	0	0.253436787693276	0.290659364894674	0	0	0	0.130890980498222	0.106847981665184	0	0	2	9	3	6	6	1	0	2274.70824926645	2623.78800311899	3551.06354128281	3801.74005128934	3791.27291901841	36.8178367447167	37.491369551565	51.4837560276661	54.3182832596366	60.5592936091276	0.599918073884519	-0.300580149834407	0.021063775469394	-0.139367641506581	0.216412080092893
reproterol	3	3	2	2	0	0	1	2	0	0	0	0.345710173084308	146	2414	46	5.90689059560852	341.494529502041	131.16	0.875	0.923715386527895	0.466666666666667	0.25	1.99611963404024	2.88605700031882	0	7.09564453118274	14.3411582979973	0	5.80438694656232	0	0	1.18541100283985	0	0	0	0	0	0.166666666666667	1.56827387572413	1.14471424255333	0	0	0	0	0	0	2	0	4	0	0	4	1	0	0	0	3	2	0	0	0	0	0	1	0	0	0	0	1	0	0	3	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.68	9.87128177393186	5.20160049245922	0.388888888888889	2053.1	0.411764705882353	722	0	0	0.0962250448649376	0.284230911636102	0.705103203589644	0	0	0.0288675134594813	0.0843123769565263	0.153728101194954	0	0	2	6	1	3	2	0	0	1705.84149747569	1992.96919314466	2783.24307752249	2780.18782928876	2326.80929170532	33.6722466840871	33.8208250170086	49.3944250004008	54.1382626975748	49.7458406347843	0.792843603357083	-0.511279868643869	0.309600957530994	-0.297734793632449	0.133514728642304
reserpine	6	3	2	2	0	0	1	5	0	0	0	0.193630041534085	242	6905	86	6.61470984411521	549.862631563785	117.78	1	0.961247693198334	0.5	1.42058403508871	6.86201009122318	13.6887919747001	0	8.7238019071299	35.120064092369	0	28.4149218370705	0	0	0.142857142857143	2.34948976447651	2.85762439731875	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	6	0	5	0	0	5	6	0	0	2	7	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.884214910454	14.6319444444444	6.43681025275899	0.515151515151515	6029.11	0.345238095238095	1423	0	0	0.0785674201318386	0.492096557402613	1.11555046029043	0	0	0.03125	0.241782199870415	0.504227660834802	0	0	2	11	3	2	6	3	0	3319.43498986614	4086.10197153608	6196.89180644922	6986.62132350028	6643.34983783377	51.6901819224215	55.1443813000232	80.1918651706465	97.4847764142114	100.836991505977	1.4772447362382	-0.841041475329811	0.0196150299617791	0.255435056928139	-0.409941868144763
resveratrol	2	2	2	2	0	0	0	2	0	0	0	0.266092427027379	84	582	21	5.16992500144231	212.102795257417	60.69	1	0.887541392994652	0.5	0	0	0	0	11.0709379344686	15.8293672013039	0	2.60639135844613	0	0	0.407162642489236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.4320987654321	6.25	4.30178326474623	0	628.03	0.482758620689655	284	0	0	0	0.15137471507731	0.326454184352635	0	0	0	0.0518340389940122	0.0638655703869741	0	0	0	12	2	0	0	0	0	963.066921982712	1080.25633544189	1385.54542676768	1225.90490345697	909.67781280681	19.3234071066228	18.9962759313977	25.9925518627954	22.9925518627954	18.4349289212038	0.16758636870781	-0.0459229416092064	-0.0181915955837136	-0.0453245769591056	0.0256842852972124
retapamulin	5	0	2	0	0	0	2	2	1	0	0	0.178109372304703	208	3724	78	6.32192809488736	522.411018938414	92.14	1	0.903943263898211	0.5	2.27292550008914	11.0970722413703	11.6346943852037	4.95436798727036	9.97862638939993	24.4161060806068	7.88360683661438	10.05168766559	9.15715601075373	1.14471424255333	0.451168542689741	0.814325284978472	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	10	0	1	0	8	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.5625	9.8779296875	4.31733816206428	0.866666666666667	6309.06	0.313253012048193	900	0	0	0.179558378198271	0.561568118106462	1.06471493614878	0	0	0.146704382898696	0.42288954689524	0.849818008742304	0	0	2	2	0	5	14	3	3	3523.61633876085	4367.52547095827	6848.04614478602	7968.13327457308	7568.71496745996	45.5856094818903	45.4985760943101	73.1052881989822	90.9357469483142	91.096742404465	0.592711120991322	-0.263866888563347	-0.0492132360912111	0.0938362783607033	-0.0712018067930845
ribavirin	2	1	2	1	0	0	2	0	0	0	0	0.58882148029864	88	515	25	5.16992500144231	191.340216539206	143.72	0.8	0.959325956877771	0.444444444444444	0	0	0	0	0.2	4.06695364916656	0	5.75777924456066	0	0	1.07494840403273	1.12119522033829	0	0	0.666666666666667	0.25	0.5	1.4142135623731	0	0	0	0	0	0	0	0	0	1	0	0	1	4	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.4320987654321	5.32544378698225	2.56	0.625	628.09	0.344827586206897	243	0	0	0.196418550329597	0.394134080469839	0.694943680041008	0	0	0.0711808101373676	0.120750141237354	0.140248425936837	0	0	2	0	0	2	3	0	0	817.397931224281	965.236955984024	1370.67949926398	1178.37115923795	972.505949451386	22.3122663828107	21.3496237631545	31.9789851231424	33.5230526845483	27.1717572537815	0.818221427249671	-0.275348157242707	-0.382275670307721	0.304846957759396	-0.0509938758137146
riboflavin	3	3	1	1	0	0	0	3	0	0	0	0.429522882189178	144	1698	49	5.85798099512757	332.892011368568	155.05	0.833333333333333	0.783478376101243	0.454545454545455	0.333333333333333	1.9038455090528	4.91752611749882	0	1.33986023217563	13.1564595063939	0	15.6091099909801	0	0	2.63026559778126	0	0	0	0	0	1.14471424255333	1.04004191152595	0	0	0	0	0	0	0	2	0	2	0	0	2	3	0	0	0	4	2	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.7027348394768	8.78853434288805	4.45184304399524	0.411764705882353	1699.1	0.297872340425532	490	0	0	0	0.156472032273763	0.519428872127882	0	0	0	0.047308758192707	0.119324214532178	0	0	2	5	2	4	3	0	0	1829.65754620582	2207.51689482146	3251.62952588239	3587.08526960727	3226.17912622864	33.0867354183516	32.4881892614194	49.6989005426178	58.3271002637635	54.0498789010786	0.923929467467923	-0.374970355220059	-0.123803524842723	-0.100790867913427	0.172676082548273
rifabutin	5	2	1	1	0	0	2	3	0	0	0	0.242840170126388	334	15031	121	7.04439411935845	828.175029415104	205.55	0.75	0.907208370779043	0.428571428571429	5.53928224470865	12.7180831962379	33.7993352504826	2.71773199713019	7.64026200736457	33.6482301682351	3.91814751783428	0	8.30709796952273	0.166666666666667	2.36308272940984	3.82803250342045	1.31037069710445	0	0	0	1.04004191152595	0.622369900024683	0	0	0	0	0	0	0	11	0	5	0	5	0	9	0	0	8	6	0	2	0	0	0	0	2	0	0	0	1	0	1	0	0	0	3	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.4132231404959	20.474463287913	10.2979591836735	0.58695652173913	12724.15	0.308943089430894	2059	0	0	0.15137471507731	0.623081738837735	1.42307512788985	0	0	0.0534663678727388	0.226495389549663	0.421640425600584	0	0	3	11	5	13	8	5	0	5047.92713433865	6139.92892484598	9306.57676086749	10703.3727115181	11144.676036939	70.9590805960563	72.4770170556124	113.759134485133	138.076602077084	146.738885315971	1.60193456904749	-0.711704681251056	-0.0130148692345144	-0.273922278384896	0.493093740664939
rifampin	4	2	2	1	0	0	1	3	0	0	0	0.267690452994373	314	13890	115	6.97727992349992	786.533760938865	220.15	0.75	0.947464444501559	0.428571428571429	4.86904896967698	11.3853522280034	31.460502320251	1.52262954282005	7.36364273268729	31.4953588388038	1.38504490780882	0	4.51917348182161	0	3.25471915502635	4.34366088837351	1.31037069710445	0	0	0	0.25	1.1246826503807	0.333333333333333	0	0	0	0	0	0	10	0	4	0	6	0	8	0	0	4	8	2	1	0	0	0	0	1	0	0	0	1	0	2	0	0	0	5	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.0065507684555	21.3266183793572	10.9301123730545	0.534883720930233	11219.16	0.324786324786325	1949	0	0	0.0680413817439772	0.420170113459669	1.01687424892015	0	0	0.0255155181539914	0.153114369641316	0.286945908273347	0	0	4	10	6	12	5	4	0	4544.55074948276	5433.81960232682	7980.86590019047	9327.18649213011	9528.94206248867	69.7335496315973	70.002907400841	106.56479233858	132.407878386532	139.094280697883	1.55936693321524	-0.660516661320785	-0.0840789453438034	-0.170095649255179	0.425391829595804
rifamycins	3	2	1	1	0	0	1	2	0	0	0	0.288695200483474	266	8863	99	6.7279204545632	664.760489960766	201.31	0.25	0.494444250005186	0.2	4.48618201986639	7.91931884665222	29.2011430275562	1.46528778021437	2.99857440398599	22.9668829907021	1.02770559142815	40.2979681544157	4.31924968198893	0	3.25471915502635	4.34366088837351	1.31037069710445	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	5	1	8	0	0	4	7	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.7376290494838	17.64	8.94942148760331	0.486486486486487	7550.13	0.309278350515464	1401	0	0	0.0680413817439772	0.34516066425195	0.880571447087512	0	0	0.0255155181539914	0.105531565553492	0.211351930160348	0	0	3	11	5	8	5	4	0	3757.05297755891	4486.31097627183	6588.33143486895	7645.39293851788	7716.3122551207	59.6536087277678	58.6458355004819	91.2353368731365	114.71871450904	120.657856855228	1.35151637943638	-0.590310010243282	0.0237581884164071	-0.182797648114716	0.341488233832445
rifapentine	5	2	3	1	0	0	2	3	0	0	0	0.251183158394358	338	17129	121	7.08746284125034	843.361240741531	220.15	0.769230769230769	0.927876277972707	0.434782608695652	4.48618201986639	11.4230437970848	30.2873665295497	1.46528778021437	14.4041957556494	39.1568304455528	1.62188699294728	0	4.54285234847043	0	3.25471915502635	4.34366088837351	1.31037069710445	0	0	0	0.25	1.1246826503807	0.333333333333333	0	0	0	0	0	0	9	0	8	0	6	0	9	0	0	4	8	2	1	0	0	0	0	1	0	0	0	1	0	2	0	0	0	5	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.3728373702422	22.6156259190275	11.3877551020408	0.574468085106383	13518.16	0.338582677165354	2291	0	0	0.212378949041384	0.503503446793002	1.09950456821705	0	0	0.169853085451398	0.217664092078106	0.357100514650356	0	0	4	10	6	12	10	4	0	4902.2313211669	5869.08212043534	8600.28812632401	9870.56276288836	10125.1392935814	73.7335496315973	75.002907400841	113.897156204941	138.740242252893	147.094280697883	1.556519162097	-0.650508420341164	-0.0988990660770149	-0.171908613163884	0.439457373228872
